"house_price","number_of_rooms","living_area","secondary_area","plot_area","year_built","operating_cost","sale_date","neighborhood","latitude","longitude","secondary_area_missing","month","year"
7700000,6,158,0,930,1880,29413,"2024-07-18","Klagshamn",55.52983565,12.93294955,1,7,2024
4075000,4,84,20,890,1923,40400,"2024-07-18","Valdemarsro",59.2727505,17.9748267,0,7,2024
4950000,5,156,0,600,1974,47300,"2024-07-17","Tygelsjö",55.5129068,13.0004086301288,1,7,2024
5500000,7,133,20,785,1920,55618,"2024-07-16","Kulladal",55.5681917,12.9947318,0,7,2024
3900000,4,139,0,381,1978,40600,"2024-07-11","Kristineberg",55.54482445,13.0720182953294,1,7,2024
6795000,6,155,27,520,2009,50100,"2024-07-11","Tygelsjö",55.5174699,12.98566,0,7,2024
3800000,6,175,0,331,1978,32764,"2024-07-10","Kristineberg",55.54595115,13.0750018242783,1,7,2024
4500000,3,110,0,462,2007,35605,"2024-07-09","Käglinge",55.53428815,13.0744504025435,1,7,2024
13900000,6,173,105,960,1937,78270,"2024-07-07","Sjösida",55.59256175,12.9530006912933,0,7,2024
5000000,4,97,0,515,1969,18027,"2024-07-05","Bunkeflostrand",55.5392285,12.9147078855555,1,7,2024
3450000,5,120,30,316,1988,66948,"2024-07-02","Gullvik",55.5727581,13.02625275,0,7,2024
4275000,5,106,51,425,1915,58516,"2024-06-26","Eriksfält",55.5767897,13.0099305,0,6,2024
6800000,5,135,4,389,1959,28548,"2024-06-26","Djupadal",55.5779725,12.9604812362579,0,6,2024
4400000,4,130,43,460,1968,35700,"2024-06-25","Husie",55.6033679,13.0870606084035,0,6,2024
13750000,7,220,0,1037,1975,48269,"2024-06-24","Mellanheden",55.691879,13.1848262,1,6,2024
8200000,6,160,107,690,1947,30930,"2024-06-23","Rosenvång",55.57994165,12.9564939038711,0,6,2024
3800000,3,95,95,730,1958,90601,"2024-06-20","Bellevue",55.5788974,12.9706768070461,0,6,2024
10500000,5,155,0,142,2001,54500,"2024-06-20","Hamnen",55.61199505,12.9738215756762,1,6,2024
8200000,6,192,0,480,1976,32022,"2024-06-19","Bunkeflostrand",55.5494682,12.914183,1,6,2024
5725000,6,180,77,966,1930,53054,"2024-06-18","Virentofta",55.5884729,13.0765267,0,6,2024
5300000,5,129,0,645,2003,22700,"2024-06-17","Käglinge",55.5313574,13.0915808,1,6,2024
2635000,5,115,23,316,1978,42000,"2024-06-14","Kristineberg",55.5438577,13.07138535,0,6,2024
5150000,6,136,13,380,1972,52033,"2024-06-13","Djupadal",55.5690822,12.9564838,0,6,2024
9700000,6,189,0,420,2020,10200,"2024-06-13","Bunkeflostrand",55.5457852,12.9201363,1,6,2024
3950000,5,118,25,567,1963,45158,"2024-06-13","Riseberga",55.6016145,13.0882931441981,0,6,2024
7550000,7,161,0,1084,1873,35176,"2024-06-12","Vintrie",55.55765465,12.96479495,1,6,2024
3620000,4,134,83,693,1974,48979,"2024-06-11","Kastanjegården",55.5549465,13.02486785,0,6,2024
10395000,7,160,60,557,1959,34373,"2024-06-10","Mellanheden",55.5838981,12.9661900308872,0,6,2024
4550000,5,140,0,343,2004,24622,"2024-06-07","Husie",55.586126,13.0886832936311,1,6,2024
7550000,5,149,10,566,2010,31520,"2024-06-07","Tygelsjö",55.52311645,12.99880495,0,6,2024
7995000,6,189,3,992,1969,59068,"2024-06-07","Rosenvång",55.5793696,12.9591516622601,0,6,2024
7100000,6,192,55,774,1929,74001,"2024-06-05","Kulladal",55.5731787,12.995098024042,0,6,2024
3700000,6,163,0,792,1974,45818,"2024-06-05","Kastanjegården",55.55746335,13.0219152,1,6,2024
2550000,5,138,0,228,1978,28480,"2024-06-03","Oxie",55.5361953,13.1013438319404,1,6,2024
5175000,5,142,0,777,1970,33400,"2024-06-03","Bunkeflostrand",55.55941585,12.9134163230443,1,6,2024
6825000,6,155,0,500,2007,36250,"2024-06-03","Bunkeflostrand",55.5510224,12.9297046,1,6,2024
23000000,7,287,94,1418,1917,76360,"2024-06-01","Sjösida",55.5894196,12.9559091566709,0,6,2024
4300000,4,105,70,789,1926,48175,"2024-06-01","Hindby",55.57806485,13.0376254014468,0,6,2024
6495000,5,146,20,379,2005,31200,"2024-05-31","Klagshamn",58.4221463,15.5797287932971,0,5,2024
5600000,5,129,20,273,1980,26741,"2024-05-31","Sofielund",62.0378719,14.3679875,0,5,2024
3500000,5,100,55,701,1956,31500,"2024-05-30","Husie",55.59617625,13.0566521261559,0,5,2024
6800000,5,168,15,751,1929,56300,"2024-05-28","Tygelsjö",57.7522354,12.152815,0,5,2024
5850000,3,114,0,543,2011,34295,"2024-05-25","Strandhem",59.2688385,18.1095322,1,5,2024
3500000,5,145,0,518,1974,31091,"2024-05-23","Oxie",55.5520394,13.1030558021905,1,5,2024
10250000,6,200,2,462,1969,47221,"2024-05-23","Limhamn",59.85196945,17.6260715829715,0,5,2024
6000000,5,108,9,515,2011,53111,"2024-05-23","Strandhem",56.660889014154,12.8067220171378,0,5,2024
5550000,6,151,0,342,2005,36807,"2024-05-22","Kristineberg",56.10065685,12.75380335,1,5,2024
8100000,5,137,50,933,2013,35043,"2024-05-22","Bunkeflostrand",55.5474743,12.9263964,0,5,2024
9500000,7,242,92,840,1942,46939,"2024-05-21","Djupadal",55.5755672,12.9675052,0,5,2024
4150000,7,146,0,613,1991,41378,"2024-05-20","Hindby",55.57408515,13.0379929935276,1,5,2024
10000000,10,213,38,420,1909,74765,"2024-05-19","Limhamn",55.5792116,12.935857793777,0,5,2024
6995000,6,153,10,416,2008,27390,"2024-05-16","Bunkeflostrand",55.5518738,12.9299077,0,5,2024
