house_price,listing_price,price_development,number_of_rooms,living_area,secondary_area,plot_area,year_built,operating_cost,sale_date,neighborhood,latitude,longitude,secondary_area_missing,month,year
9650000,9900000,-250000,5,161,16,143,1956,74400,2022-05-29,Limhamn,-23.2335499,17.3231107,0,5,2022
4600000,4350000,250000,5,107,57,633,1966,39200,2022-05-28,Villastad,55.57584805,13.0636942820345,0,5,2022
5350000,5795000,-445000,6,170,0,830,1976,21800,2022-05-27,Riseberga,55.59578545,13.07826295,1,5,2022
13600000,13000000,600000,8,239,112,1813,1926,41570,2022-05-26,Sjösida,55.59038705,12.9536399071873,0,5,2022
6550000,6795000,-245000,4,156,136,692,1926,31700,2022-05-26,Kulladal,55.5735873,12.992220543338,0,5,2022
3950000,3895000,55000,5,91,16,524,1962,44600,2022-05-26,Riseberga,55.59835075,13.0802412067001,0,5,2022
7625000,5995000,1630000,5,105,90,578,1924,42296,2022-05-25,Håkanstorp,55.596792,13.0441704,0,5,2022
3600000,3595000,5000,5,106,33,768,1962,50405,2022-05-25,Käglinge,55.53435555,13.07865715,0,5,2022
4500000,4350000,150000,5,138,0,383,1978,31051,2022-05-24,Kristineberg,55.54492645,13.07275755,1,5,2022
6150000,5995000,155000,5,140,60,846,1909,52500,2022-05-24,Vintrie,55.5538534,12.9629209,0,5,2022
6795000,6795000,0,8,189,39,688,2008,40928,2022-05-23,Kristineberg,55.69637855,13.2112194418178,0,5,2022
13500000,14500000,-1000000,8,277,74,851,1964,44100,2022-05-22,Sibbarp,59.3409458,18.0677495,0,5,2022
5500000,4895000,605000,5,120,50,613,1896,50554,2022-05-20,Vintrie,55.5506916431519,12.9732422712668,0,5,2022
7195000,7195000,0,6,146,130,888,1975,63200,2022-05-18,Kulladal,55.57161165,12.9953283583235,0,5,2022
3560000,3395000,165000,4,96,0,340,1974,42801,2022-05-18,Tygelsjö,55.5139123,13.0043263,1,5,2022
6295000,6695000,-400000,5,144,18,306,1970,40533,2022-05-18,Djupadal,55.57185865,12.9643871349703,0,5,2022
5495000,5495000,0,4,112,35,380,1971,39888,2022-05-18,Djupadal,55.5690822,12.9564838,0,5,2022
8900000,8795000,105000,5,151,0,651,2006,47061,2022-05-18,Bunkeflostrand,55.56066445,12.9246939196834,1,5,2022
9945000,9995000,-50000,6,195,140,1040,1964,42280,2022-05-17,Bellevue,55.58255895,12.9675052355647,0,5,2022
7250000,7495000,-245000,5,122,4,900,1924,29060,2022-05-17,Klagshamn,56.6191329,12.9379899,0,5,2022
5660000,5375000,285000,6,129,129,1002,1925,48550,2022-05-17,Kulladal,55.5695888,12.9976897,0,5,2022
8250000,7695000,555000,6,175,29,566,1976,29797,2022-05-17,Limhamn,57.67696525,11.9055886942573,0,5,2022
14000000,14900000,-900000,7,299,100,1354,1962,56120,2022-05-16,Bellevue,55.5843745,12.9604308357747,0,5,2022
8800000,7995000,805000,7,170,6,463,2002,29700,2022-05-16,Kyrkby,58.3899481,15.5573101492861,0,5,2022
5925000,5695000,230000,5,139,0,560,1991,36520,2022-05-15,Riseberga,55.6026867,13.0905326857148,1,5,2022
9200000,8995000,205000,6,207,30,789,2019,26261,2022-05-15,Oxie,61.3927565,14.8663971,0,5,2022
5100000,5195000,-95000,4,94,0,501,1959,49148,2022-05-14,Hyllie,55.57771805,12.9704169646233,1,5,2022
5100000,4695000,405000,6,138,71,991,1967,33472,2022-05-13,Villastad,55.5778965,13.061908946645,0,5,2022
4800000,4975000,-175000,4,93,78,985,1947,28700,2022-05-13,Virentofta,55.5929808,13.0784875020789,0,5,2022
6900000,6795000,105000,7,180,25,530,1975,24643,2022-05-13,Hyllieby,59.284473,18.077279770826,0,5,2022
5950000,5695000,255000,4,121,18,400,1994,45262,2022-05-13,Kulladal,56.03346495,12.8123244,0,5,2022
4740000,4695000,45000,6,176,52,419,1978,34939,2022-05-12,Kristineberg,55.54570325,13.0745857,0,5,2022
3300000,3195000,105000,4,66,53,289,1927,39200,2022-05-12,Eriksfält,55.57249525,13.0095920097633,0,5,2022
12500000,12995000,-495000,8,196,25,557,2020,23324,2022-05-12,Limhamn,55.5773182,12.9431385415883,0,5,2022
7600000,6795000,805000,6,153,5,334,1958,30000,2022-05-11,Limhamn,55.573716,12.9163311705911,0,5,2022
4775000,4395000,380000,5,112,82,827,1920,50911,2022-05-10,Valdemarsro,55.61079915,13.0724177414988,0,5,2022
6400000,6195000,205000,5,116,65,720,1925,36408,2022-05-10,Rostorp,55.61453615,13.0476658941848,0,5,2022
6250000,6595000,-345000,5,135,0,425,1991,36300,2022-05-09,Bunkeflostrand,55.5558606,12.9118158,1,5,2022
4410000,4395000,15000,6,136,84,556,1963,30000,2022-05-09,Husie,55.585253,13.0801306,0,5,2022
3250000,3595000,-345000,5,130,0,385,1966,36680,2022-05-09,Kyrkby,55.5429869,13.0955422,1,5,2022
4800000,4995000,-195000,6,134,83,704,1974,46200,2022-05-08,Kastanjegården,55.5556596,13.0215189,0,5,2022
6800000,6995000,-195000,4,110,135,460,1973,35549,2022-05-06,Limhamn,59.3368108,18.0498559,0,5,2022
4500000,3995000,505000,3,75,47,768,1940,29800,2022-05-06,Kulladal,55.57218805,12.9920762591698,0,5,2022
8100000,7995000,105000,4,145,71,956,1954,55494,2022-05-06,Klagshamn,58.4303824,15.6811727931703,0,5,2022
13000000,13895000,-895000,8,318,17,788,1974,60300,2022-05-06,Sjösida,59.87361015,17.6313139,0,5,2022
6200000,5995000,205000,5,108,15,516,1960,31575,2022-05-05,Bunkeflostrand,59.2688385,18.1095322,0,5,2022
3800000,3845000,-45000,5,100,14,427,1963,35481,2022-05-05,Kyrkby,55.5462501,13.0973789564617,0,5,2022
3575000,3495000,80000,3,92,0,170,2015,31674,2022-05-04,Tygelsjö,55.5169132,13.0044825,1,5,2022
6400000,5495000,905000,5,106,0,274,1920,34490,2022-05-04,Eriksfält,55.57608565,13.01016665,1,5,2022
10600000,9495000,1105000,6,158,108,623,1928,53506,2022-05-04,Limhamn,55.5778465,12.9443452459942,0,5,2022
6550000,5995000,555000,6,174,134,987,1979,47900,2022-05-04,Gullvik,55.56836205,13.0289575572992,0,5,2022
12600000,11800000,800000,6,173,0,147,2012,27600,2022-05-04,Hamnen,55.6118067,12.97411145,1,5,2022
8000000,7695000,305000,5,186,0,1427,2004,42946,2022-05-03,Kyrkby,55.5120221,12.94821975,1,5,2022
3600000,3395000,205000,6,156,0,202,1975,38740,2022-05-03,Kyrkby,55.5487351,13.1067327,1,5,2022
7750000,7895000,-145000,5,160,0,889,1968,65450,2022-05-02,Bunkeflostrand,55.5615953,12.9136661424195,1,5,2022
4750000,4995000,-245000,4,106,0,530,1945,44400,2022-04-29,Strandhem,55.541486,12.9130672,1,4,2022
5210000,4795000,415000,4,134,83,704,1974,46568,2022-04-28,Kastanjegården,55.555829,13.0222273736991,0,4,2022
4800000,4295000,505000,5,110,34,518,1968,39200,2022-04-28,Villastad,58.34928295,12.3320412327563,0,4,2022
6570000,5995000,575000,7,190,120,1463,1936,53444,2022-04-27,Husie,55.5795739,13.0740558,0,4,2022
6795000,6795000,0,9,199,115,793,1971,42767,2022-04-27,Kulladal,55.5692143,12.9925858,0,4,2022
6200000,5795000,405000,5,134,0,308,2015,33051,2022-04-26,Vintrie,55.5545747,12.959595,1,4,2022
6900000,6850000,50000,6,157,10,389,2005,45051,2022-04-26,Bunkeflostrand,55.5527417,12.9230982248786,0,4,2022
5990000,5990000,0,5,123,15,373,1909,35000,2022-04-26,Sofielund,59.3176616,18.0551166,0,4,2022
6350000,5975000,375000,4,107,111,538,1930,40680,2022-04-25,Limhamn,58.1460104,11.8312119,0,4,2022
8950000,9350000,-400000,4,132,104,700,1955,42886,2022-04-22,Limhamn,55.57795195,12.9498113082449,0,4,2022
9150000,8975000,175000,6,235,0,958,2002,28500,2022-04-22,Bunkeflostrand,55.5579121,12.9280274833465,1,4,2022
7500000,7095000,405000,6,153,10,417,2008,38437,2022-04-22,Bunkeflostrand,55.5518738,12.9299077,0,4,2022
7350000,5195000,2155000,5,125,70,640,1952,47900,2022-04-22,Djupadal,55.5767064,12.9490366300861,0,4,2022
6545000,6495000,50000,6,155,44,969,1986,29600,2022-04-21,Klagshamn,55.5308392,12.9291585,0,4,2022
7050000,7495000,-445000,4,126,142,799,1958,39221,2022-04-20,Djupadal,55.57696425,12.9504840940894,0,4,2022
6500000,6195000,305000,6,189,44,1088,1929,45570,2022-04-19,Klagshamn,55.5210766,12.9362209490826,0,4,2022
3820000,3995000,-175000,5,112,0,824,1971,38989,2022-04-16,Toarp,55.54001165,13.1244652,1,4,2022
5550000,4975000,575000,3,90,0,363,1966,27080,2022-04-15,Bunkeflostrand,55.5548085,12.9161753,1,4,2022
6400000,5400000,1000000,6,130,10,620,1909,36000,2022-04-14,Sofielund,55.5848758,13.0140352,0,4,2022
4800000,4495000,305000,4,83,39,1345,1930,32480,2022-04-13,Valdemarsro,59.27287425,17.9755855087964,0,4,2022
7865000,7395000,470000,6,155,9,549,2007,38325,2022-04-11,Bunkeflostrand,55.5510224,12.9297046,0,4,2022
2950000,2450000,500000,3,98,36,1323,1965,10190,2022-04-11,Fårabäck,57.875437797086,14.0969181349429,0,4,2022
8400000,8800000,-400000,6,147,50,561,1957,42180,2022-04-08,Limhamn,63.1677831,14.655726794798,0,4,2022
7050000,7195000,-145000,5,135,0,532,2007,43577,2022-04-07,Bunkeflostrand,55.5510224,12.9297046,1,4,2022
14400000,10000000,4400000,4,95,84,1577,1916,41444,2022-04-07,Sjösida,55.58777285,12.9511862,0,4,2022
8465000,8465000,0,7,193,0,1019,1909,33253,2022-04-06,Klagshamn,55.5355328,12.9215888,1,4,2022
5750000,5695000,55000,5,117,0,560,1989,34870,2022-04-05,Klagshamn,55.52087865,12.9337406233927,1,4,2022
6000000,5995000,5000,6,170,0,809,1990,25510,2022-04-05,Kyrkby,59.2809872,17.9926601,1,4,2022
6950000,6850000,100000,5,128,0,776,2000,31000,2022-04-05,Kvarnby,55.58971065,13.1073611519712,1,4,2022
5000000,4495000,505000,6,138,0,408,1969,44695,2022-04-04,Husie,55.59032455,13.0841038182398,1,4,2022
5275000,5195000,80000,6,148,62,544,1948,46059,2022-04-03,Hindby,55.5762993,13.0311683514516,0,4,2022
5900000,5750000,150000,5,122,0,450,1975,33800,2022-04-01,Bunkeflostrand,55.5479174,12.9099166,1,4,2022
4050000,3795000,255000,5,142,120,934,1945,30400,2022-04-01,Kattarp,55.575802,13.04533695,0,4,2022
4425000,4195000,230000,4,90,0,311,1929,42500,2022-03-31,Kirseberg,55.6075884,13.0401828,1,3,2022
5170000,4995000,175000,5,122,0,480,1975,43500,2022-03-31,Bunkeflostrand,55.5479174,12.9099166,1,3,2022
7100000,6800000,300000,4,121,0,177,2006,30140,2022-03-30,Limhamn,55.58735045,12.93704865,1,3,2022
5100000,4595000,505000,4,95,53,914,1929,44460,2022-03-30,Kattarp,55.5777903,13.0414481,0,3,2022
4625000,4495000,130000,7,105,73,969,1932,42377,2022-03-29,Gullvik,55.56842325,13.0353788,0,3,2022
20000000,19800000,200000,7,250,130,1276,1943,35490,2022-03-29,Sjösida,55.5915125,12.9514149942194,0,3,2022
7900000,7495000,405000,6,163,36,835,2018,30000,2022-03-28,Oxie,56.0734305,12.9500194,0,3,2022
5510000,5295000,215000,5,151,10,341,2005,46028,2022-03-28,Kristineberg,56.1007428,12.7533394669623,0,3,2022
8100000,7995000,105000,6,145,35,590,1977,43700,2022-03-27,Sibbarp,55.57371265,12.9188952366765,0,3,2022
7250000,6795000,455000,4,125,0,841,1989,28471,2022-03-25,Bunkeflostrand,59.2605966,17.222164,1,3,2022
6400000,5995000,405000,6,181,0,576,1860,45000,2022-03-25,Kvarnby,55.58998665,13.1029117100621,1,3,2022
10175000,9995000,180000,6,184,16,138,1956,63543,2022-03-24,Sjösida,-23.2335499,17.3231107,0,3,2022
7450000,7195000,255000,5,145,10,350,2007,35418,2022-03-24,Bunkeflostrand,55.5510224,12.9297046,0,3,2022
5000000,4750000,250000,4,105,37,514,1967,58079,2022-03-23,Villastad,55.575338,13.06933385,0,3,2022
5800000,5595000,205000,5,143,63,918,1933,30193,2022-03-22,Söderkulla,55.5712516,13.0133351,0,3,2022
11800000,11800000,0,6,176,0,775,2020,29440,2022-03-22,Bellevue,55.58198065,12.9701932382388,1,3,2022
6695000,6495000,200000,5,144,0,668,1961,31635,2022-03-22,Bunkeflostrand,55.5569542,12.9260762753976,1,3,2022
3550000,3495000,55000,3,65,0,516,1946,29790,2022-03-19,Bunkeflostrand,55.5416902,12.916659,1,3,2022
7705000,7475000,230000,4,152,0,651,2006,28800,2022-03-17,Bunkeflostrand,55.56046315,12.92465715,1,3,2022
6200000,5995000,205000,5,172,0,838,1938,48800,2022-03-17,Husie,55.5927386,13.0788401,1,3,2022
6300000,5895000,405000,4,129,123,976,1924,60500,2022-03-16,Husie,55.58931345,13.07975965,0,3,2022
5350000,4895000,455000,5,138,110,292,1971,61400,2022-03-15,Stenkällan,55.58032325,13.0733615,0,3,2022
5525000,4995000,530000,4,65,0,192,1895,26451,2022-03-14,Limhamn,55.5849626,12.9259248,1,3,2022
6690000,6495000,195000,7,187,82,673,1923,43214,2022-03-14,Bergdala,55.5647699,12.9948558,0,3,2022
6115000,5995000,120000,6,134,75,1005,1923,34674,2022-03-13,Riseberga,55.5987199,13.0864127069271,0,3,2022
5500000,5195000,305000,6,156,0,942,2000,49373,2022-03-12,Käglinge,55.530984,13.09003194404,1,3,2022
3250000,3350000,-100000,3,73,12,512,1952,27200,2022-03-11,Strandhem,57.5741318,11.9489593,0,3,2022
6650000,5795000,855000,5,125,0,729,1989,33619,2022-03-11,Kvarnby,55.5908246,13.1022584147489,1,3,2022
6110000,5495000,615000,5,120,65,729,1932,43400,2022-03-10,Hyllie,55.57845855,12.97673905,0,3,2022
5000000,4995000,5000,4,133,116,809,1924,36087,2022-03-09,Rostorp,57.652214,14.6694652,0,3,2022
6100000,5995000,105000,5,130,0,294,2012,37645,2022-03-09,Klagshamn,55.527293,12.9387699,1,3,2022
5660000,5350000,310000,4,109,0,530,1992,37979,2022-03-08,Bunkeflostrand,55.5558526,12.9136979,1,3,2022
6775000,6995000,-220000,7,142,77,1415,1929,37523,2022-03-08,Bunkeflostrand,55.9021651,13.564504915761,0,3,2022
3900000,3695000,205000,6,145,0,405,1974,28800,2022-03-08,Kyrkby,55.55196055,13.10363025,1,3,2022
6225000,5595000,630000,8,175,75,800,1966,30783,2022-03-07,Videdal,55.58879875,13.0615978537646,0,3,2022
2250000,2295000,-45000,2,55,15,345,1989,23400,2022-03-04,Tullstorp,55.6055268,13.1104042,0,3,2022
4800000,4295000,505000,5,105,64,702,1932,27800,2022-03-04,Almhög,55.57801905,13.0214044172917,0,3,2022
6460000,5995000,465000,4,122,121,655,1974,42330,2022-03-04,Limhamn,55.5686005,12.9188947,0,3,2022
4200000,3200000,1000000,5,90,90,1008,1959,35380,2022-03-02,Kyrkby,55.5461734,13.10170235,0,3,2022
4100000,3895000,205000,4,104,16,118,1982,36738,2022-03-02,Annetorp,55.5722183,12.9399241,0,3,2022
5775000,4895000,880000,4,121,0,872,2000,34048,2022-03-01,Käglinge,55.53134215,13.0851726750095,1,3,2022
6750000,6495000,255000,3,100,50,200,1897,32500,2022-03-01,Limhamn,55.5848198,12.9392107,0,3,2022
7950000,7795000,155000,6,185,12,486,1980,47800,2022-02-28,Djupadal,55.5702404,12.9602701,0,2,2022
5860000,5995000,-135000,4,105,10,446,2016,23301,2022-02-24,Kulladal,55.5763402,12.998136,0,2,2022
10000000,10300000,-300000,7,223,129,798,1963,41380,2022-02-24,Limhamn,59.3399808,18.0673825,0,2,2022
7750000,7750000,0,5,141,79,765,1953,38980,2022-02-24,Djupadal,55.577836,12.95113865,0,2,2022
9550000,8495000,1055000,6,137,28,435,1909,44096,2022-02-24,Limhamn,55.57928305,12.9363061,0,2,2022
8250000,7495000,755000,5,111,15,476,1909,27697,2022-02-22,Limhamn,55.58361275,12.9237804264857,0,2,2022
7700000,6750000,950000,7,175,39,781,1970,44800,2022-02-22,Hyllie,55.57230575,12.964654947815,0,2,2022
7050000,6195000,855000,4,103,30,406,1966,52360,2022-02-22,Djupadal,55.5744033,12.9554435499632,0,2,2022
5250000,3990000,1260000,5,135,60,248,1913,43245,2022-02-22,Sofielund,55.5885809,13.0179385,0,2,2022
7075000,6195000,880000,5,145,0,380,2010,50180,2022-02-22,Klagstorp,58.3949329,15.6760814,1,2,2022
9400000,8875000,525000,6,182,7,993,2000,49500,2022-02-19,Bunkeflostrand,55.5592524,12.9264052541605,0,2,2022
5700000,6495000,-795000,4,155,0,711,1968,35319,2022-02-18,Vintrie,55.5545747,12.959595,1,2,2022
14500000,14900000,-400000,8,241,39,1255,1920,68175,2022-02-18,Mellanheden,55.5866071,12.9610456017286,0,2,2022
5100000,4675000,425000,4,108,0,572,1961,33420,2022-02-16,Bunkeflostrand,55.5571921,12.92566135,1,2,2022
5400000,5395000,5000,6,117,36,589,1962,30618,2022-02-16,Djupadal,55.57346315,12.9497131814111,0,2,2022
8100000,7995000,105000,5,168,20,864,1996,63300,2022-02-16,Husie,55.58827515,13.1029151726296,0,2,2022
3300000,2995000,305000,1,33,0,517,1947,10600,2022-02-15,Strandhem,55.3813571,13.1803668,1,2,2022
3500000,3695000,-195000,4,83,0,681,1900,45238,2022-02-11,Tygelsjö,55.5169132,13.0044825,1,2,2022
5330000,4795000,535000,5,119,0,568,1923,32248,2022-02-11,Eriksfält,55.57569745,13.0135607,1,2,2022
5760000,5495000,265000,5,145,0,307,2009,41400,2022-02-10,Videdal,55.58855695,13.060789919689,1,2,2022
3810000,2995000,815000,4,115,0,508,1963,27208,2022-02-10,Oxie,56.22302315,15.6635170016765,1,2,2022
3500000,2900000,600000,3,53,12,644,1975,27200,2022-02-09,Strandhem,55.63677,13.5106931,0,2,2022
5825000,4795000,1030000,5,130,63,541,1922,38290,2022-02-09,Johanneslust,59.4049286,13.5391106,0,2,2022
6725000,6300000,425000,5,128,6,165,2015,25600,2022-02-07,Sjöstad,56.6500111,16.4661784,0,2,2022
10225000,8495000,1730000,5,153,95,529,1963,60350,2022-02-06,Djupadal,55.57715895,12.95939955,0,2,2022
5350000,4500000,850000,3,109,0,842,1939,26560,2022-02-04,Bunkeflostrand,55.56182925,12.9144536234205,1,2,2022
5600000,4695000,905000,4,139,25,694,1989,5107,2022-02-04,Virentofta,55.5877009,13.0765314,0,2,2022
7300000,7095000,205000,5,145,10,329,2006,40900,2022-02-04,Bunkeflostrand,55.5499082,12.9269026,0,2,2022
8425000,6995000,1430000,8,185,15,484,1971,34314,2022-02-04,Djupadal,55.5727809,12.9547351,0,2,2022
5200000,4500000,700000,4,88,88,496,1946,38850,2022-02-03,Eriksfält,55.573763,13.0097447996633,0,2,2022
5300000,4995000,305000,6,160,60,700,1935,48047,2022-02-03,Kattarp,57.67292245,11.897966,0,2,2022
6250000,5495000,755000,5,117,117,537,1966,33983,2022-02-03,Villastad,55.5771039,13.0638712,0,2,2022
5000000,4995000,5000,4,156,0,674,1968,44308,2022-02-02,Hindby,55.5741654,13.042551531484,1,2,2022
7850000,6685000,1165000,7,161,0,1030,1985,46790,2022-02-02,Bunkeflostrand,55.5355144,12.9271594574657,1,2,2022
10550000,9195000,1355000,6,152,86,726,1938,38487,2022-01-30,Rosenvång,55.5826338,12.9569066035199,0,1,2022
6400000,6295000,105000,6,170,0,873,1972,36200,2022-01-29,Husie,55.5928413,13.0744238075555,1,1,2022
4400000,3995000,405000,6,145,14,413,1974,30346,2022-01-26,Kyrkby,55.55151985,13.101745829377,0,1,2022
6935000,6875000,60000,5,138,0,464,2003,38388,2022-01-25,Bunkeflostrand,55.5525589,12.9272936,1,1,2022
5350000,4995000,355000,4,107,73,864,1936,45600,2022-01-25,Husie,55.5885356,13.10762205,0,1,2022
4810000,4595000,215000,5,132,38,951,1933,29900,2022-01-22,Söderkulla,55.5712516,13.0133351,0,1,2022
5650000,4995000,655000,4,122,70,810,1946,26768,2022-01-21,Bunkeflostrand,55.5611611,12.9233914519581,0,1,2022
4650000,4395000,255000,4,120,0,224,1988,32181,2022-01-18,Bergdala,59.34108795,17.93510835,1,1,2022
5050000,4995000,55000,4,121,0,584,1999,66412,2022-01-16,Kvarnby,55.5897817,13.10590715,1,1,2022
4300000,3895000,405000,5,150,0,920,1980,31749,2022-01-14,Hindby,55.575382,13.0441264966647,1,1,2022
6000000,4995000,1005000,6,169,0,129,1989,45600,2022-01-12,Sofielund,57.67285835,11.8743529930821,1,1,2022
20000000,25000000,-5000000,9,305,188,1111,1962,68670,2021-12-30,Bellevuesjösida,-23.2335499,17.3231107,0,12,2021
5500000,5500000,0,4,106,10,558,1962,38600,2021-12-29,Djupadal,55.57349705,12.9524312462962,0,12,2021
7500000,6995000,505000,4,144,52,654,2005,36240,2021-12-23,Klagshamn,55.5308392,12.9291585,0,12,2021
3900000,3895000,5000,5,76,10,492,1920,51410,2021-12-22,Kroksbäck,55.703282,13.1482052,0,12,2021
6700000,6495000,205000,5,115,30,539,1947,44000,2021-12-22,Bunkeflo,55.5429043,12.9145798,0,12,2021
5150000,5295000,-145000,5,84,56,743,1930,42400,2021-12-22,Gullvik,55.5714087,13.0314192846561,0,12,2021
13800000,13800000,0,8,229,12,840,2013,25780,2021-12-15,Limhamn,57.41803355,15.0666451869146,0,12,2021
4495000,4495000,0,4,87,68,469,1931,39813,2021-12-09,Eriksfält,59.3624698,18.008621386363,0,12,2021
3725000,3495000,230000,5,125,22,448,1976,43000,2021-12-09,Oxie,55.5500625,13.0948984590636,0,12,2021
4640000,4495000,145000,4,98,0,383,1965,33600,2021-12-09,Husie,55.59093895,13.0683265086753,1,12,2021
15495000,15495000,0,8,250,0,648,1992,67000,2021-12-09,Fridhem,55.5980745,12.9653654639394,1,12,2021
6100000,5495000,605000,6,132,0,741,2001,17400,2021-12-08,Husie,55.5972446,13.1060222,1,12,2021
11125000,10750000,375000,6,172,22,570,2005,37645,2021-12-06,Solbacken,55.5882322,12.971111440125,0,12,2021
12000000,12795000,-795000,5,190,0,551,1990,30500,2021-12-03,Sjösida,55.59051745,12.9597111696588,1,12,2021
3800000,3895000,-95000,5,122,47,404,1974,32808,2021-12-03,Gullvik,55.5709631,13.0317187624265,0,12,2021
6375000,6450000,-75000,5,162,52,880,1931,47820,2021-12-02,Klagshamn,55.5353834,12.9336124683018,0,12,2021
5750000,5995000,-245000,4,140,0,340,1960,41210,2021-12-02,Sibbarp,55.57401545,12.9224909884398,1,12,2021
7050000,7495000,-445000,7,159,0,373,2017,29045,2021-12-01,Klagshamn,63.8943722,19.7397070409756,1,12,2021
4290000,3595000,695000,5,145,0,851,1977,29600,2021-12-01,Oxie,55.54786125,13.1032787822885,1,12,2021
5325000,4695000,630000,4,135,17,903,1929,28700,2021-11-29,Tygelsjö,55.5174685,13.0064835,0,11,2021
14800000,14800000,0,7,250,120,903,1925,44365,2021-11-26,Sjösida,55.5912877,12.9615569,0,11,2021
11000000,10495000,505000,5,140,90,790,1967,66084,2021-11-26,Bellevue,-23.2335499,17.3231107,0,11,2021
4100000,3795000,305000,6,127,58,744,1923,33700,2021-11-24,Videdal,55.5930431,13.0676605915723,0,11,2021
6000000,4995000,1005000,5,125,90,902,1924,40114,2021-11-24,Rostorp,55.61238585,13.0487182674742,0,11,2021
7000000,6595000,405000,7,185,25,568,1977,47000,2021-11-24,Bunkeflostrand,55.7527849,12.9039535,0,11,2021
4995000,5495000,-500000,6,111,23,636,1966,22316,2021-11-23,Djupadal,55.57193665,12.957255,0,11,2021
5900000,5195000,705000,7,160,80,1042,1945,48000,2021-11-19,Virentofta,55.5923038,13.0747463968772,0,11,2021
7600000,7250000,350000,6,160,56,783,1920,57267,2021-11-19,Kulladal,55.57172815,12.9930738,0,11,2021
13000000,13500000,-500000,7,205,97,922,1914,53500,2021-11-19,Limhamn,55.57662825,12.9439744489097,0,11,2021
5000000,5295000,-295000,5,150,12,345,1975,28885,2021-11-17,Kulladal,55.5682771,12.99071463066,0,11,2021
3800000,3200000,600000,3,79,79,1095,1958,28545,2021-11-17,Oxie,55.54527165,13.0823703133357,0,11,2021
4000000,3500000,500000,4,132,0,232,1979,38474,2021-11-16,Lindeborg,55.5601161,12.9955872,1,11,2021
7000000,6995000,5000,7,200,12,810,1929,39105,2021-11-16,Klagshamn,-23.2335499,17.3231107,0,11,2021
5015000,4500000,515000,6,188,112,702,1961,43940,2021-11-16,Gullvik,55.56915695,13.0375110419528,0,11,2021
6060000,5995000,65000,5,130,7,203,2018,32304,2021-11-15,Bunkeflostrand,55.5544564173096,12.9325565954501,0,11,2021
8475000,8475000,0,6,173,0,173,1999,41218,2021-11-15,Ön,55.5893158,12.9203321,1,11,2021
3500000,3495000,5000,4,116,0,149,1982,23522,2021-11-12,Kulladal,55.5744769,12.9988845127568,1,11,2021
6900000,7500000,-600000,5,140,15,431,1977,37568,2021-11-12,Limhamn,55.57942845,12.92966705,0,11,2021
8250000,8195000,55000,6,178,4,728,1968,37584,2021-11-12,Limhamn,55.58011,12.9411395541298,0,11,2021
9750000,9895000,-145000,7,189,0,420,2020,34300,2021-11-11,Bunkeflostrand,55.5457852,12.9201363,1,11,2021
5800000,5195000,605000,6,141,47,786,1991,46700,2021-11-10,Käglinge,55.5337738,13.0845,0,11,2021
5750000,6195000,-445000,5,135,115,765,1895,37174,2021-11-09,Vintrie,55.5506916431519,12.9732422712668,0,11,2021
9000000,7995000,1005000,6,155,9,158,2011,34900,2021-11-09,Ön,55.5909383,12.9210946,0,11,2021
5370000,4200000,1170000,4,95,45,415,1919,27175,2021-11-08,Johanneslust,55.6011741,13.04898855,0,11,2021
3485000,3395000,90000,4,100,0,343,1974,30700,2021-11-05,Tygelsjö,55.5139123,13.0043263,1,11,2021
4700000,4490000,210000,6,117,0,807,1934,34935,2021-11-05,Gullvik,55.56828135,13.0266973164789,1,11,2021
8700000,8595000,105000,6,148,6,1021,2016,30000,2021-11-05,Bunkeflostrand,58.3676522,15.7037956,0,11,2021
3450000,3450000,0,3,59,14,613,1943,22907,2021-11-03,Strandhem,59.2680738,18.1123672,0,11,2021
10200000,8500000,1700000,6,128,78,1030,1926,56900,2021-11-03,Mellanheden,55.5880512,12.9684573,0,11,2021
5640000,4995000,645000,5,135,0,424,1991,35200,2021-11-03,Bunkeflostrand,55.554883,12.9243684,1,11,2021
5710000,4995000,715000,5,141,0,529,1988,27390,2021-11-01,Husie,55.58724805,13.0913061824973,1,11,2021
5100000,4995000,105000,4,115,56,536,1923,55142,2021-10-28,Ulricedal,55.595859,13.0587460365848,0,10,2021
6995000,6695000,300000,6,122,120,671,1982,42412,2021-10-27,Bergdala,55.5634853,12.998067,0,10,2021
6200000,6295000,-95000,6,165,0,518,1952,37000,2021-10-27,Kungshälla,55.59952425,13.0830464187188,1,10,2021
4425000,4195000,230000,5,100,52,415,1920,35000,2021-10-26,Kattarp,55.57938595,13.036073,0,10,2021
6875000,6995000,-120000,5,148,10,382,2006,20007,2021-10-26,Bunkeflostrand,55.55372805,12.9253694061175,0,10,2021
18000000,18500000,-500000,9,200,152,1130,1958,60550,2021-10-26,Sjösida,55.5899475,12.9477393569504,0,10,2021
4100000,3995000,105000,4,86,57,538,1923,35500,2021-10-26,Riseberga,55.5964163,13.0839139491994,0,10,2021
7860000,7750000,110000,5,135,0,173,1977,43900,2021-10-26,Västervång,59.3493807,18.0490793,1,10,2021
3050000,3095000,-45000,3,54,0,517,1954,25074,2021-10-25,Bunkeflostrand,55.5426726,12.914631,1,10,2021
5150000,4995000,155000,7,221,81,704,1973,38700,2021-10-25,Kastanjegården,55.55893305,13.02242785,0,10,2021
