house_price,listing_price,price_development,number_of_rooms,living_area,secondary_area,plot_area,year_built,operating_cost,sale_date,neighborhood,latitude,longitude,secondary_area_missing,month,year
6750000,6495000,255000,5,135,13,451,2006,28200,2023-09-24,Bunkeflostrand,55.5500927,12.9197979,0,9,2023
5100000,4695000,405000,6,125,22,385,1962,31022,2023-09-24,Kroksbäck,55.5754157,12.9690189787657,0,9,2023
5265000,4995000,270000,7,238,17,810,1975,48855,2023-09-23,Bunkeflostrand,55.55949695,12.9225397715294,0,9,2023
8100000,8495000,-395000,6,153,28,640,2014,39200,2023-09-22,Tygelsjö,55.5174699,12.98566,0,9,2023
4865000,5295000,-430000,6,184,36,546,1971,69500,2023-09-21,Tygelsjö,55.514642,13.0004301,0,9,2023
5850000,5995000,-145000,5,130,6,328,2016,27200,2023-09-20,Klagshamn,56.6499735,16.4803906,0,9,2023
2780000,2795000,-15000,4,66,53,289,1927,39200,2023-09-20,Eriksfält,55.57249525,13.0095920097633,0,9,2023
7600000,7995000,-395000,6,170,0,483,2003,41000,2023-09-20,Hyllie,58.38989705,15.5563177996665,1,9,2023
5000000,5295000,-295000,5,180,10,690,1962,48885,2023-09-19,Limhamn,55.5703979,12.94937765,0,9,2023
7900000,8645000,-745000,6,193,123,958,1965,66144,2023-09-17,Bellevue,55.5821257,12.9680351612624,0,9,2023
4300000,3995000,305000,6,151,0,504,1984,27714,2023-09-14,Kyrkby,60.2645907,24.7313943,1,9,2023
4000000,4395000,-395000,5,134,83,572,1973,14000,2023-09-13,Kastanjegården,55.5584871,13.0241431528866,0,9,2023
11200000,10995000,205000,5,175,60,704,1939,32000,2023-09-13,Rosenvång,55.5830851,12.9552456,0,9,2023
4300000,4695000,-395000,4,117,70,760,1929,43674,2023-09-13,Kulladal,55.5710129,12.9893865896905,0,9,2023
7800000,7675000,125000,5,133,110,865,1973,51050,2023-09-12,Rosenvång,56.161494,13.6203861,0,9,2023
6100000,6195000,-95000,5,143,12,365,2006,34092,2023-09-12,Klagshamn,55.52458265,12.9364426,0,9,2023
4000000,4495000,-495000,6,128,128,652,1967,52370,2023-09-10,Stenkällan,55.72320585,13.17690284436,0,9,2023
6700000,6995000,-295000,6,177,30,609,1991,36575,2023-09-09,Bunkeflostrand,55.55811095,12.9193742470748,0,9,2023
6360000,6495000,-135000,4,117,14,412,1998,47920,2023-09-09,Limhamn,55.5835731,12.9351006,0,9,2023
7600000,7495000,105000,7,164,96,850,1957,76500,2023-09-08,Limhamn,55.5786884,12.9517901567275,0,9,2023
5900000,5995000,-95000,5,127,0,462,1990,32517,2023-09-08,Bunkeflostrand,55.5560267,12.9098113,1,9,2023
3350000,3795000,-445000,4,116,54,427,1976,37188,2023-09-08,Videdal,55.58966875,13.0600392792373,0,9,2023
5895000,5895000,0,8,185,115,665,1977,39196,2023-09-07,Virentofta,55.5904628,13.0752389,0,9,2023
6850000,6995000,-145000,6,158,0,523,2000,30721,2023-09-07,Bunkeflostrand,55.5547347,12.926972,1,9,2023
7350000,6495000,855000,6,170,21,550,2005,27900,2023-09-07,Klagshamn,55.52413475,12.9383375,0,9,2023
5800000,5495000,305000,10,205,137,701,1970,58376,2023-09-04,Husie,55.5881071,13.0739619,0,9,2023
5075000,5195000,-120000,5,129,98,627,1966,58887,2023-08-31,Virentofta,55.5855595,13.0726275504192,0,8,2023
6350000,5895000,455000,4,142,35,810,2004,36200,2023-08-30,Husie,55.5995896,13.0903363256988,0,8,2023
8495000,8495000,0,8,170,100,578,1977,59195,2023-08-29,Bellevue,55.58234015,12.97056245,0,8,2023
5000000,5295000,-295000,5,140,0,366,1967,57383,2023-08-29,Bunkeflostrand,59.79830505,17.64994635,1,8,2023
4295000,4495000,-200000,5,146,0,441,1975,53025,2023-08-29,Ulricedal,57.6536682,11.8914189017321,1,8,2023
9075000,8495000,580000,6,145,7,521,1977,45100,2023-08-29,Limhamn,56.0558284,12.8792184,0,8,2023
4495000,4495000,0,5,113,40,430,1921,38475,2023-08-27,Eriksfält,55.57550355,13.009867274867,0,8,2023
5995000,5995000,0,5,133,35,358,1909,40800,2023-08-27,Limhamn,55.57608605,12.9220590912422,0,8,2023
6090000,5990000,100000,6,180,1,178,1980,33381,2023-08-25,Sofielund,61.7999626,16.5615513,0,8,2023
4750000,4750000,0,4,126,0,330,1966,48340,2023-08-24,Bunkeflostrand,55.5548245,12.9145772,1,8,2023
3200000,3195000,5000,5,136,0,521,1978,36864,2023-08-23,Kyrkby,55.55087985,13.1013384703001,1,8,2023
4675000,4795000,-120000,5,170,0,611,1971,45442,2023-08-23,Tygelsjö,55.51580065,12.9999916,1,8,2023
3825000,3795000,30000,6,125,98,520,1966,31970,2023-08-22,Videdal,55.58689215,13.0645201,0,8,2023
22000000,23000000,-1000000,9,260,100,2246,1958,105000,2023-08-20,Sjösida,55.5875,12.9365685,0,8,2023
5750000,5695000,55000,5,136,28,958,2004,37444,2023-08-18,Käglinge,55.5302848,13.0933508017858,0,8,2023
8600000,8495000,105000,7,157,12,426,1909,58246,2023-08-18,Limhamn,59.3405912,18.0642109,0,8,2023
4500000,4195000,305000,3,97,60,800,1923,37500,2023-08-17,Valdemarsro,55.61165995,13.07271465,0,8,2023
3950000,3695000,255000,4,84,20,890,1923,38451,2023-08-17,Valdemarsro,59.2727505,17.9748267,0,8,2023
4920000,4995000,-75000,5,130,0,425,1992,47700,2023-08-14,Virentofta,55.59326015,13.0753393759798,1,8,2023
4850000,4495000,355000,4,99,119,844,1962,44637,2023-08-11,Virentofta,55.5904628,13.0752389,0,8,2023
6600000,6750000,-150000,6,161,9,531,2001,43321,2023-08-10,Klagshamn,57.7377191,11.9347286037817,0,8,2023
6350000,6995000,-645000,4,118,102,527,1925,49655,2023-08-08,Håkanstorp,55.59781085,13.047434653453,0,8,2023
3250000,3495000,-245000,5,106,0,443,1966,36956,2023-08-07,Oxie,55.5431484,13.0932674,1,8,2023
6600000,6600000,0,6,155,0,398,2007,55100,2023-08-07,Tygelsjö,57.81286995,12.3579458177558,1,8,2023
3810000,3795000,15000,6,125,9,462,1967,39944,2023-08-06,Videdal,55.58670885,13.0714824451713,0,8,2023
6650000,6495000,155000,5,148,10,463,2006,29262,2023-08-06,Bunkeflostrand,55.553462,12.9251683084947,0,8,2023
9225000,8475000,750000,6,160,108,911,1956,54000,2023-07-25,Rosenvång,55.58406275,12.9527469775144,0,7,2023
11000000,12995000,-1995000,7,170,16,954,1974,47612,2023-07-24,Sjösida,55.5892921,12.9489927,0,7,2023
1850000,1995000,-145000,3,50,0,475,1929,27380,2023-07-24,Sallerup,55.5857902,13.1172747,1,7,2023
8200000,8695000,-495000,6,253,90,905,1924,55900,2023-07-23,Kulladal,55.5822371,12.9668692877796,0,7,2023
6300000,5995000,305000,5,135,44,730,1963,41958,2023-07-22,Riseberga,55.598719,13.076710132846,0,7,2023
2850000,3295000,-445000,4,100,0,340,1969,66397,2023-07-20,Kyrkby,55.54480125,13.0993711912332,1,7,2023
3995000,3995000,0,3,110,96,1192,1956,50820,2023-07-19,Kristineberg,55.54394575,13.0801612336081,0,7,2023
5500000,4995000,505000,6,150,90,1056,1945,42500,2023-07-18,Bellevue,55.587329,12.96954135,0,7,2023
5650000,5895000,-245000,7,156,0,693,2005,59200,2023-07-16,Kvarnby,55.58635915,13.1004511102978,1,7,2023
5350000,5495000,-145000,6,110,110,525,1947,47055,2023-07-14,Söderkulla,55.574345,13.0066687423162,0,7,2023
4175000,4295000,-120000,4,112,31,518,1968,55748,2023-07-14,Villastad,55.57653735,13.0696854450402,0,7,2023
3500000,4995000,-1495000,6,159,0,412,1974,33369,2023-07-14,Tygelsjö,55.5136697,13.0020996,1,7,2023
8850000,9495000,-645000,6,166,96,600,1963,57500,2023-07-13,Limhamn,55.57391295,12.939543719936,0,7,2023
5400000,5295000,105000,6,157,0,510,1975,45380,2023-07-12,Klagstorp,55.520547,13.0022728,1,7,2023
9850000,9975000,-125000,8,187,50,351,1900,51984,2023-07-09,Limhamn,55.578977,12.9346366151415,0,7,2023
9700000,10900000,-1200000,6,230,126,947,1968,46100,2023-07-08,Sjösida,55.5887793,12.9447439535592,0,7,2023
3800000,3795000,5000,5,133,58,771,1924,30364,2023-07-07,Kattarp,55.57869545,13.0374101,0,7,2023
3000000,2495000,505000,3,81,0,470,1930,19075,2023-07-07,Hemgården,55.5972446,13.1060222,1,7,2023
4150000,4395000,-245000,4,118,118,636,1968,39850,2023-07-07,Villastad,55.5762292,13.06974395,0,7,2023
5250000,5495000,-245000,3,138,138,813,1949,37100,2023-07-06,Bunkeflostrand,59.2293437,18.11990625,0,7,2023
4000000,4350000,-350000,5,131,0,556,1984,28789,2023-07-05,Gullvik,55.5673317,13.0369353949522,1,7,2023
4695000,4695000,0,6,134,83,572,1974,47218,2023-07-03,Kastanjegården,55.5551392,13.02497135,0,7,2023
3330000,3495000,-165000,3,91,91,800,1943,52914,2023-07-03,Kattarp,55.5788934,13.0453149218347,0,7,2023
6495000,6495000,0,6,170,0,797,1993,49400,2023-07-01,Skumparp,59.3758417,16.4600053,1,7,2023
3995000,3995000,0,3,85,70,1019,1930,30700,2023-06-30,Husie,55.584797,13.0650530703431,0,6,2023
4200000,4700000,-500000,5,145,26,578,1968,39741,2023-06-30,Jägersro,55.57684385,13.0656375257463,0,6,2023
4100000,4195000,-95000,6,134,28,626,1968,32700,2023-06-29,Villastad,55.57574875,13.0685204786444,0,6,2023
6400000,6975000,-575000,5,104,0,1200,1926,52500,2023-06-28,Solbacken,55.58969615,12.97473285,1,6,2023
7750000,7995000,-245000,7,147,30,472,1910,41200,2023-06-28,Limhamn,59.3381676,18.0752777,0,6,2023
4400000,4695000,-295000,5,130,91,595,1966,39173,2023-06-27,Videdal,55.58574325,13.0720712825832,0,6,2023
5350000,5195000,155000,4,109,24,620,1963,57467,2023-06-27,Djupadal,55.5744766,12.9500551492987,0,6,2023
5000000,5295000,-295000,5,101,1,385,1966,46132,2023-06-27,Bunkeflostrand,59.7971436,17.6461721512677,0,6,2023
3790000,3690000,100000,5,102,87,754,1931,45683,2023-06-27,Käglinge,55.53491105,13.07557595,0,6,2023
6650000,6495000,155000,6,148,0,397,2005,31350,2023-06-26,Bunkeflostrand,55.5519918,12.9235949948912,1,6,2023
3800000,4295000,-495000,4,117,55,636,1975,44702,2023-06-26,Kastanjegården,55.55408975,13.0228019233919,0,6,2023
10800000,10995000,-195000,7,220,130,1215,1965,75200,2023-06-26,Limhamn,55.58888545,12.9444818616346,0,6,2023
4000000,4295000,-295000,5,96,50,821,1924,8389,2023-06-25,Kulladal,55.5695888,12.9976897,0,6,2023
5250000,5395000,-145000,8,172,72,925,1944,67907,2023-06-22,Gullvik,55.57294895,13.02946985,0,6,2023
4555000,4195000,360000,5,108,67,855,1936,52230,2023-06-21,Käglinge,55.5318049,13.0766004653784,0,6,2023
4025000,3895000,130000,5,102,74,789,1957,51600,2023-06-21,Virentofta,55.5904628,13.0752389,0,6,2023
3850000,3895000,-45000,4,120,34,851,1984,40981,2023-06-21,Käglinge,55.5286627,13.075031851369,0,6,2023
4700000,4850000,-150000,4,100,25,492,2008,18700,2023-06-21,Bunkeflostrand,57.7262273,12.04539945,0,6,2023
7050000,6295000,755000,7,182,44,843,1916,58400,2023-06-21,Klagshamn,55.5231303,12.9316767608209,0,6,2023
8500000,8990000,-490000,7,240,208,848,1961,46648,2023-06-21,Bellevue,55.58019445,12.9689083130911,0,6,2023
3975000,3850000,125000,6,94,94,894,1961,35395,2023-06-20,Gullvik,55.56945275,13.0349353,0,6,2023
6600000,6495000,105000,7,150,5,874,1870,52990,2023-06-20,Kulladal,55.5692143,12.9925858,0,6,2023
9400000,9475000,-75000,6,290,0,1218,1980,81508,2023-06-20,Bunkeflostrand,55.56178265,12.9086965035826,1,6,2023
4440000,4495000,-55000,5,149,0,619,1976,54100,2023-06-20,Ulricedal,55.5932564,13.0552882502044,1,6,2023
2800000,2900000,-100000,3,72,42,411,1923,26100,2023-06-19,Virentofta,55.5904602,13.0773439,0,6,2023
8250000,8395000,-145000,6,148,66,765,1962,64846,2023-06-18,Bellevue,55.58088195,12.9679672553322,0,6,2023
10800000,11295000,-495000,6,190,89,969,1924,56700,2023-06-17,Mellanheden,55.58457205,12.9580720115262,0,6,2023
2300000,2495000,-195000,2,43,0,517,1945,11000,2023-06-16,Strandhem,59.6366936,17.8329456,1,6,2023
5400000,5650000,-250000,6,188,0,450,1976,27600,2023-06-15,Bunkeflostrand,55.5494682,12.914183,1,6,2023
6850000,6750000,100000,5,133,0,552,2007,43771,2023-06-15,Bunkeflostrand,55.5510224,12.9297046,1,6,2023
5550000,5495000,55000,4,124,20,363,1966,35040,2023-06-15,Bunkeflostrand,55.5548085,12.9161753,0,6,2023
5625000,4795000,830000,5,102,48,617,1926,40935,2023-06-14,Virentofta,55.5904628,13.0752389,0,6,2023
4050000,3595000,455000,5,119,0,199,1986,18792,2023-06-14,Segevång,55.61476445,13.05995845,1,6,2023
2800000,2995000,-195000,5,130,0,405,1966,55955,2023-06-13,Oxie,55.54482235,13.0964328421013,1,6,2023
5200000,5495000,-295000,6,176,11,765,1978,35619,2023-06-13,Kulladal,56.0488647,12.7352366858033,0,6,2023
4300000,4575000,-275000,4,100,85,1048,1962,13915,2023-06-13,Tygelsjö,57.7105187,11.9188544,0,6,2023
3700000,3795000,-95000,4,86,78,462,1922,34900,2023-06-11,Kvarnby,55.58780515,13.0896109040833,0,6,2023
5900000,5495000,405000,4,126,11,665,1800,52600,2023-06-09,Tygelsjö,55.5169132,13.0044825,0,6,2023
6300000,5495000,805000,8,199,110,651,1973,51475,2023-06-09,Djupadal,58.3890506,15.5568140262658,0,6,2023
6445000,5495000,950000,6,145,0,658,1992,25172,2023-06-09,Kvarnby,55.5877567,13.1061210443503,1,6,2023
3300000,3695000,-395000,3,70,65,583,1946,40000,2023-06-08,Eriksfält,55.57309485,13.0071885557973,0,6,2023
4300000,4475000,-175000,3,111,10,370,2004,41700,2023-06-07,Bunkeflostrand,55.5531485,12.9274834,0,6,2023
4350000,4195000,155000,4,120,0,763,1956,26511,2023-06-07,Kulladal,57.7930115,13.1299026,1,6,2023
3670000,3995000,-325000,4,102,52,704,1926,32200,2023-06-07,Ellenborg,55.58561535,13.0681141,0,6,2023
6510000,6975000,-465000,4,131,0,764,1996,43855,2023-06-07,Bunkeflostrand,55.5576877,12.9273639,1,6,2023
5300000,4995000,305000,5,147,3,454,1963,5500,2023-06-04,Hyllie,55.5766739,12.9698489942174,0,6,2023
4650000,4995000,-345000,5,163,0,672,1974,40000,2023-06-03,Kastanjegården,55.5568162,13.0219279022633,1,6,2023
3995000,3995000,0,4,100,69,600,1936,36270,2023-06-02,Rosengård,55.58038985,13.03992615,0,6,2023
3640000,3695000,-55000,3,107,60,408,1925,59800,2023-06-01,Kattarp,55.51421935,13.23448305,0,6,2023
11500000,10995000,505000,5,170,0,1115,1975,51550,2023-05-31,Sjösida,55.5882133,12.9488009858367,1,5,2023
4750000,4900000,-150000,4,120,0,655,1900,42000,2023-05-31,Skumparp,57.7050236,11.8990931316177,1,5,2023
2995000,2995000,0,4,115,115,620,1968,45600,2023-05-31,Kyrkby,55.54285925,13.0995965326243,0,5,2023
11600000,11500000,100000,8,238,9,906,1920,63000,2023-05-31,Bellevue,55.587064,12.9560576239027,0,5,2023
5800000,6200000,-400000,4,105,68,721,1926,47912,2023-05-28,Rostorp,55.61491995,13.0471447940199,0,5,2023
5300000,5195000,105000,5,120,120,796,1962,18700,2023-05-27,Bunkeflostrand,55.55608185,12.9226214,0,5,2023
5450000,5595000,-145000,6,148,97,680,1947,55505,2023-05-25,Bergdala,55.5647496,12.9969785,0,5,2023
4400000,3995000,405000,4,102,0,470,1909,31807,2023-05-25,Tygelsjö,55.5169132,13.0044825,1,5,2023
6500000,6895000,-395000,8,208,210,823,1920,46000,2023-05-25,Eriksfält,57.6568552,11.9883776,0,5,2023
5000000,4795000,205000,5,132,114,571,1937,64645,2023-05-24,Rosengård,55.5807007,13.04061155,0,5,2023
4550000,4695000,-145000,4,104,91,594,1963,54000,2023-05-24,Virentofta,55.586145,13.0765402,0,5,2023
4825000,5395000,-570000,6,150,38,384,1976,43066,2023-05-23,Bunkeflostrand,55.5486887,12.9165941,0,5,2023
2490000,2995000,-505000,3,66,0,501,1945,40821,2023-05-21,Bunkeflostrand,56.660889014154,12.8067220171378,1,5,2023
5775000,6175000,-400000,5,140,35,307,1967,40900,2023-05-19,Hyllie,55.5703972,12.9671131572854,0,5,2023
3995000,3995000,0,5,125,93,600,1935,42050,2023-05-19,Kattarp,57.6732272,11.8975296,0,5,2023
5750000,5750000,0,5,142,25,682,2004,39983,2023-05-19,Riseberga,55.5964703,13.0899383836101,0,5,2023
5695000,5695000,0,3,50,37,218,1914,40593,2023-05-18,Limhamn,55.58549395,12.9377761,0,5,2023
6975000,6975000,0,6,169,44,1191,1928,62657,2023-05-17,Kulladal,55.57495605,12.99438615,0,5,2023
18000000,22000000,-4000000,8,290,130,2232,1909,210705,2023-05-16,Fridhem,57.54891875,11.9548675,0,5,2023
6900000,6795000,105000,5,115,79,768,1923,66902,2023-05-14,Rostorp,57.7305762,11.9171877,0,5,2023
4175000,4175000,0,4,125,0,1612,1939,59318,2023-05-13,Klagshamn,55.52401955,12.9458895968393,1,5,2023
3995000,3995000,0,7,155,30,488,1974,26132,2023-05-12,Oxie,55.5523196,13.1003987,0,5,2023
5075000,4795000,280000,6,144,90,620,1973,53285,2023-05-12,Djupadal,58.3890907,15.5550867926983,0,5,2023
3950000,4995000,-1045000,4,154,0,500,1971,48378,2023-05-12,Djupadal,55.56858,12.9575675,1,5,2023
12000000,10900000,1100000,7,210,105,819,1921,46000,2023-05-12,Sjösida,55.5913177,12.9583246577046,0,5,2023
3700000,3795000,-95000,4,108,54,553,1969,41000,2023-05-12,Villastad,55.57623095,13.07309365,0,5,2023
4450000,4950000,-500000,7,270,84,2473,1917,49718,2023-05-11,Oxie,55.5515784,13.0990583650263,0,5,2023
3985000,4195000,-210000,4,85,11,517,1947,29990,2023-05-11,Bunkeflostrand,57.665396,12.1115207196171,0,5,2023
7325000,6975000,350000,6,145,0,597,1930,53000,2023-05-10,Djupadal,55.5762733,12.9588659217624,1,5,2023
8600000,9395000,-795000,8,189,70,722,1934,47720,2023-05-10,Limhamn,55.58224115,12.9458928205947,0,5,2023
4200000,4495000,-295000,4,94,0,410,1958,39200,2023-05-08,Husie,55.6000257,13.0753223940289,1,5,2023
6350000,6995000,-645000,4,162,32,500,1928,53354,2023-05-06,Limhamn,58.1460104,11.8312119,0,5,2023
7700000,7495000,205000,6,168,0,692,2012,40400,2023-05-05,Bunkeflostrand,55.5474743,12.9263964,1,5,2023
3500000,3990000,-490000,7,105,0,735,1935,39400,2023-05-05,Videdal,57.69332645,12.0057408817944,1,5,2023
5600000,5700000,-100000,6,119,31,838,1957,62500,2023-05-04,Bellevue,55.5781715,12.9729945,0,5,2023
3975000,3975000,0,4,104,63,763,1939,61466,2023-05-04,Käglinge,55.53109655,13.07717905,0,5,2023
4800000,4895000,-95000,4,121,0,539,2007,30300,2023-05-02,Kristineberg,57.76056785,12.0500046487939,1,5,2023
4000000,3995000,5000,4,123,0,719,1976,39700,2023-04-30,Husie,55.59065165,13.0580019451445,1,4,2023
8750000,9995000,-1245000,7,300,255,5624,1870,68774,2023-04-29,Kvissle,57.3873791,12.6737494,0,4,2023
7000000,6795000,205000,5,158,60,946,1939,39797,2023-04-28,Bunkeflostrand,55.56057755,12.91428365,0,4,2023
4100000,4495000,-395000,5,110,0,514,1954,23560,2023-04-28,Bunkeflostrand,59.2680738,18.1123672,1,4,2023
5850000,5995000,-145000,5,101,56,536,1925,35583,2023-04-28,Håkanstorp,55.59909925,13.04205295,0,4,2023
7650000,8295000,-645000,6,195,80,934,1940,44668,2023-04-28,Bunkeflostrand,55.5327438,12.9229901,0,4,2023
4050000,3795000,255000,4,105,48,364,1965,38192,2023-04-28,Videdal,55.59256705,13.0647262200152,0,4,2023
5150000,5490000,-340000,7,182,16,808,1910,41000,2023-04-27,Husie,55.5863159,13.0859913,0,4,2023
8350000,8695000,-345000,9,262,45,1115,1915,45827,2023-04-26,Tygelsjö,55.51402565,12.998172,0,4,2023
5150000,5795000,-645000,4,129,0,301,2011,44227,2023-04-26,Tygelsjö,55.5174699,12.98566,1,4,2023
5300000,5495000,-195000,5,147,9,516,2007,35140,2023-04-25,Kristineberg,55.5427237,13.07576335,0,4,2023
5300000,5195000,105000,5,110,0,581,1927,55490,2023-04-24,Kvarnby,55.58722265,13.1105582481428,1,4,2023
3850000,4195000,-345000,5,166,0,955,1976,37287,2023-04-23,Ulricedal,57.6544751,11.88956395,1,4,2023
7200000,7975000,-775000,6,176,0,602,2008,43100,2023-04-22,Vintrie,55.5506916431519,12.9732422712668,1,4,2023
4610000,4795000,-185000,5,142,0,198,2008,46094,2023-04-22,Kvarnby,55.5885007,13.0961355635426,1,4,2023
4600000,4495000,105000,6,154,0,344,1997,28347,2023-04-21,Husie,55.5864422,13.0898904923116,1,4,2023
5800000,5990000,-190000,4,96,0,517,2012,34900,2023-04-21,Strandhem,58.617195100000004,16.1279297,1,4,2023
6900000,7495000,-595000,7,212,4,806,1975,46500,2023-04-20,Hyllie,55.57471775,12.97066895,0,4,2023
4300000,4395000,-95000,6,119,24,396,1927,64000,2023-04-20,Klagshamn,55.52345325,12.9286230200247,0,4,2023
5700000,5995000,-295000,5,115,56,624,1920,48519,2023-04-19,Kulladal,55.57101025,12.99645835,0,4,2023
7150000,7295000,-145000,6,162,0,570,2007,39975,2023-04-18,Bunkeflostrand,55.5510224,12.9297046,1,4,2023
4485000,4695000,-210000,4,96,0,501,1959,38054,2023-04-18,Riseberga,55.6022915,13.0845685801012,1,4,2023
7400000,7450000,-50000,8,194,50,1350,1915,40166,2023-04-15,Klagshamn,55.5583233,12.9190044,0,4,2023
3820000,4695000,-875000,4,118,100,669,1947,26509,2023-04-14,Husie,55.5834337,13.075631,0,4,2023
4000000,4495000,-495000,7,130,90,620,1947,38803,2023-04-14,Eriksfält,55.57346215,13.0054362918564,0,4,2023
6350000,5490000,860000,6,134,105,861,1962,41150,2023-04-14,Djupadal,55.5732513,12.9508380061834,0,4,2023
7900000,8495000,-595000,6,161,91,898,1954,55938,2023-04-13,Mellanheden,55.5827795,12.9663234544837,0,4,2023
3200000,3695000,-495000,6,145,0,492,1974,36635,2023-04-12,Oxie,55.55144435,13.1033139,1,4,2023
3495000,3495000,0,6,145,0,518,1974,41399,2023-04-12,Oxie,55.55179205,13.1028686889825,1,4,2023
6475000,6475000,0,7,123,79,800,1957,47850,2023-04-12,Bunkeflostrand,55.55857715,12.9242326,0,4,2023
4670000,4490000,180000,3,77,46,410,1896,29591,2023-04-11,Sofielund,55.5854139,13.014598,0,4,2023
10000000,10675000,-675000,6,154,7,616,1896,51242,2023-04-06,Limhamn,59.3385379,18.0557194,0,4,2023
10500000,10450000,50000,6,183,73,978,1929,65772,2023-03-31,Bellevue,55.58709965,12.96528275,0,3,2023
9250000,7995000,1255000,6,176,145,855,1928,44750,2023-03-30,Rosenvång,59.318759,18.059673,0,3,2023
4150000,4500000,-350000,5,172,0,584,1974,37443,2023-03-30,Bergdala,57.5542837,12.5382836,1,3,2023
6250000,6495000,-245000,5,137,21,409,2006,31171,2023-03-28,Bunkeflostrand,55.5500927,12.9197979,0,3,2023
4500000,4995000,-495000,5,94,15,225,1929,36400,2023-03-28,Hyllieby,55.5700577,12.9631123,0,3,2023
6100000,6390000,-290000,6,150,0,275,2004,46800,2023-03-27,Bunkeflostrand,55.5531485,12.9274834,1,3,2023
5400000,5695000,-295000,6,160,94,747,1923,41600,2023-03-26,Kulladal,55.5647884,12.9958715,0,3,2023
8800000,9300000,-500000,7,181,0,556,1998,25146,2023-03-26,Limhamn,55.5805121,12.924457,1,3,2023
5230000,4695000,535000,4,122,0,189,1989,43400,2023-03-25,Kirseberg,56.6725076,12.8710726974536,1,3,2023
16200000,15750000,450000,7,233,102,1035,1938,68608,2023-03-24,Sjösida,59.3795387,16.5264238,0,3,2023
5500000,5995000,-495000,7,171,22,618,2013,35516,2023-03-24,Käglinge,55.528949,13.07662835,0,3,2023
6500000,6675000,-175000,5,110,80,923,1955,53610,2023-03-22,Rosenvång,55.582152,12.9508219307397,0,3,2023
5695000,5695000,0,5,142,0,362,2003,40905,2023-03-22,Bunkeflostrand,55.5525589,12.9272936,1,3,2023
3150000,3595000,-445000,5,136,21,423,1909,52951,2023-03-21,Husie,55.58775095,13.0888224052093,0,3,2023
15400000,15950000,-550000,7,260,0,1140,2008,33525,2023-03-20,Mellanheden,57.6972856,11.9752512,1,3,2023
5100000,5495000,-395000,5,132,0,369,2003,27384,2023-03-19,Kvarnby,55.58650595,13.1013175957438,1,3,2023
23000000,26000000,-3000000,11,327,188,1502,1907,67732,2023-03-19,Limhamn,57.8702152,11.9812811,0,3,2023
6005000,6195000,-190000,7,210,33,637,1968,59570,2023-03-18,Husie,55.58174815,13.0755262036127,0,3,2023
3340000,3495000,-155000,3,57,0,585,1946,22956,2023-03-17,Strandhem,55.5392871,12.9171488,1,3,2023
5295000,5295000,0,5,145,37,878,2003,42950,2023-03-17,Käglinge,55.5314918,13.0929050098024,0,3,2023
3350000,3295000,55000,5,127,127,730,1967,14117,2023-03-16,Käglinge,55.53608875,13.0789583994389,0,3,2023
4750000,4995000,-245000,3,105,57,638,1924,54024,2023-03-16,Limhamn,55.5772667,12.945704585545,0,3,2023
4695000,4695000,0,6,129,0,448,1967,50505,2023-03-15,Villastad,55.57479035,13.07027515,1,3,2023
7000000,6295000,705000,5,99,99,710,1959,42429,2023-03-15,Limhamn,55.6908928,13.1690681,0,3,2023
4400000,4295000,105000,4,94,0,513,1959,39000,2023-03-15,Husie,55.60067705,13.0787803497021,1,3,2023
5850000,5995000,-145000,5,147,10,343,2006,36581,2023-03-12,Kvarnby,55.58744195,13.102814785,0,3,2023
5400000,5995000,-595000,5,140,130,803,1967,43414,2023-03-11,Bunkeflostrand,55.5583926,12.9227272106378,0,3,2023
5400000,5495000,-95000,6,169,29,880,1982,49769,2023-03-10,Valdemarsro,55.61077695,13.0727053082869,0,3,2023
3900000,4195000,-295000,5,130,0,580,1955,34325,2023-03-10,Riseberga,55.5995159,13.08190501875,1,3,2023
5650000,6200000,-550000,4,121,0,995,2007,49290,2023-03-08,Tygelsjö,55.52300745,13.0037904,1,3,2023
6300000,6300000,0,6,132,0,995,1950,47726,2023-03-08,Klagshamn,55.5238394,12.9305897,1,3,2023
6250000,6495000,-245000,7,192,30,384,1976,33790,2023-03-04,Bunkeflostrand,55.5486887,12.9165941,0,3,2023
4940000,5495000,-555000,5,147,78,589,1965,35146,2023-03-02,Kulladal,55.5746173,13.0033117120764,0,3,2023
7950000,8475000,-525000,6,164,0,355,2019,40000,2023-03-02,Bunkeflostrand,55.54566655,12.9197549,1,3,2023
5900000,6195000,-295000,5,126,0,1038,1992,53345,2023-03-02,Kvarnby,55.58689385,13.1092411947917,1,3,2023
4495000,4495000,0,5,140,0,625,1990,39300,2023-03-01,Riseberga,55.6015872,13.0904422294487,1,3,2023
4500000,4795000,-295000,4,93,0,525,1964,30540,2023-02-28,Riseberga,55.6012154,13.0875738433835,1,2,2023
3900000,4195000,-295000,5,116,56,924,1927,46603,2023-02-28,Gullvik,55.5692792,13.0352309859971,0,2,2023
3945000,3995000,-50000,4,129,44,651,1966,11027,2023-02-27,Villastad,55.5775163,13.0626230835496,0,2,2023
7100000,7695000,-595000,6,165,8,552,1973,51880,2023-02-27,Limhamn,55.5828063,12.9367725,0,2,2023
5300000,5295000,5000,7,189,73,1025,1966,6750,2023-02-27,Hindby,55.5745194,13.0409858585006,0,2,2023
