"","house_price","number_of_rooms","living_area","secondary_area","plot_area","year_built","operating_cost","sale_date","neighborhood","latitude","longitude","secondary_area_missing","month","year"
"28",9495000,-0.955509424819689,-0.505042749612763,-0.611199481635505,-1.67365416468077,1.13484967866481,0.622109913585233,"2025-02-17","Hamnen",55.61052755,12.9747081,0,2,1.9205997965785
"29",5720000,0.565947258415286,0.55609545541495,-0.886483989221043,0.617725162187161,1.07582993950436,-0.419237935119836,"2025-02-16","Oxie",55.5307465,13.08494605,1,2,1.9205997965785
"30",5400000,0.565947258415286,-0.646527843616459,0.512878924338774,-0.516122747619578,-0.783291844049767,0.0445064415430627,"2025-02-14","Tygelsjö",55.6741077,13.1436428352391,0,2,1.9205997965785
"31",11500000,0.565947258415286,0.579676304415566,0.466998173074517,0.881204180392905,-1.60956819229605,2.67616280868314,"2025-02-14","Limhamn",57.6928416,11.9522201,0,2,1.9205997965785
"32",3600000,0.565947258415286,-0.339976806608452,-0.404736100946352,-1.06972472969232,0.36759306957898,1.11892802330479,"2025-02-11","Kyrkby",55.5510942,13.09438985,0,2,1.9205997965785
"33",4400000,-0.194781083202202,0.0137359284007853,0.55875967560303,1.0262656623264,-1.01937080069156,-0.379201310893351,"2025-02-06","Husie",55.5984537,13.0845611,0,2,1.9205997965785
"34",6075000,-0.194781083202202,0.202382720405712,-0.886483989221043,-0.856573164402281,1.16435954824504,-0.0164188561928922,"2025-02-02","Klagshamn",55.52292115,12.9376822244941,1,2,1.9205997965785
"35",5200000,-0.194781083202202,-0.717270390618306,-0.771782111060402,-0.178632769243682,-1.72760767061694,2.34684970585581,"2025-01-31","Tygelsjö",55.5176131,13.0007238,0,1,1.9205997965785
"36",4350000,-0.955509424819689,-1.02382142762631,-0.886483989221043,-0.89505886369076,0.0134746346162887,-0.487284371552201,"2025-01-31","Videdal",55.588542,13.0648610948492,1,1,1.9205997965785
"37",3500000,-0.194781083202202,0.131640173403865,-0.886483989221043,-0.693749052027945,0.36759306957898,1.01432640823085,"2025-01-30","Kyrkby",59.6003787,16.5111849,1,1,1.9205997965785
"38",9100000,-0.194781083202202,0.249544418406944,-0.244153471521455,-0.690788613621139,-2.46535441012255,0.948970179750467,"2025-01-28","Limhamn",55.5841792,12.925059053662,0,1,1.9205997965785
"39",4500000,1.32667560003277,0.438191210411871,1.72871883284157,0.949294263749445,0.102004243356962,-0.262652007562102,"2025-01-24","Käglinge",55.53553245,13.08029725,0,1,1.9205997965785
"40",6700000,-0.194781083202202,0.15522102240448,-0.542378354739121,-0.486518363551517,1.10533980908459,0.992013506982102,"2025-01-22","Bunkeflostrand",55.5556457,12.9306617,0,1,1.9205997965785
"41",4600000,1.32667560003277,0.83906564342234,-0.611199481635505,-0.587173269382925,0.456122678319653,0.193259116534745,"2025-01-22","Kristineberg",59.5625129,16.4646678,0,1,1.9205997965785
"42",12000000,0.565947258415286,0.55609545541495,0.145832914224723,0.295037375845295,-1.60956819229605,3.12637702182286,"2025-01-21","Limhamn",55.575963,12.9202223,0,1,1.9205997965785
"43",6500000,0.565947258415286,1.33426347243527,-0.657080232899761,1.13284144497142,0.16102398251741,0.572261942710361,"2025-01-15","Riseberga",55.59813325,13.0768069621599,0,1,1.9205997965785
"44",2000000,-2.47696610805466,-1.99063623665156,-0.886483989221043,1.68644342704417,-3.76378867165242,-0.716426790050027,"2025-01-15","Oxie",55.5313887,13.0759526054161,1,1,1.9205997965785
"45",5000000,-0.955509424819689,-0.481461900612148,-0.886483989221043,-0.418428280194977,1.31190889614616,-0.15725915485523,"2025-01-14","Kristineberg",55.54068785,13.0788565886377,1,1,1.9205997965785
"46",7000000,0.565947258415286,1.12203583142973,1.10932869077411,0.567397709271457,-0.4586832786673,0.45199382250432,"2025-01-08","Rosenvång",55.5804822,12.9619998959959,0,1,1.9205997965785
"47",5875000,-0.955509424819689,-0.434300202610916,0.0770117873283391,-0.0631756713782437,1.31190889614616,-0.593151966838835,"2025-01-08","Virentofta",55.5834577,13.0778919694236,0,1,1.9205997965785
"48",2850000,2.08740394165026,0.55609545541495,-0.886483989221043,-0.527964501246803,-1.60956819229605,-0.473754208029022,"2024-12-30","Virentofta",55.5902379,13.0994888,1,12,1.30632242760912
"49",7200000,-0.194781083202202,-0.151330014603526,-0.702960984164018,-1.38649163922057,1.6070075919484,-0.691344557086004,"2024-12-20","Sjöstad",55.5908031,12.9338728,0,12,1.30632242760912
"50",12100000,1.32667560003277,0.862646492422956,0.719342305027927,0.197342908420694,-0.25211419160573,1.70507686178266,"2024-12-19","Rosenvång",55.58168945,12.9468854476481,0,12,1.30632242760912
"51",6800000,-0.194781083202202,0.603257153416182,2.43987047743754,1.10323706090336,-0.989860931111338,2.36172497335498,"2024-12-19","Husie",55.5972867,13.081095249708,0,12,1.30632242760912
"52",5775000,-0.955509424819689,-1.04740227662693,-0.886483989221043,-0.498360117178742,1.66602733110885,-0.434034078855711,"2024-12-19","Bunkeflostrand",57.6656344,12.1072292924045,1,12,1.30632242760912
"53",5000000,-0.955509424819689,-0.222072561605373,1.20109019330262,1.03218653914002,-0.694762235309095,0.727661013818693,"2024-12-18","Husie",55.59184675,13.0832691690534,0,12,1.30632242760912
"54",8550000,1.32667560003277,0.956969888425419,-0.886483989221043,-0.587173269382925,1.37092863530661,0.228073572383862,"2024-12-11","Vintrie",55.5540461,12.9595115,1,12,1.30632242760912
"55",3895000,0.565947258415286,-0.552204447613995,-0.0376900908323016,-0.625658968671404,-1.49152871397515,0.128298506870824,"2024-12-11","Rosengård",55.5822901,13.0344208,0,12,1.30632242760912
"56",5075000,-0.194781083202202,0.438191210411871,-0.42767647657848,0.549635078830621,-0.0455451045441599,-0.555251684221273,"2024-12-10","Käglinge",55.53347255,13.0778618065107,0,12,1.30632242760912
"57",3700000,-0.955509424819689,-1.16530652163001,0.421117421810261,-0.513162309212772,-1.07839053985201,1.36073024392957,"2024-12-07","Eriksfält",55.576255,13.0085794056732,0,12,1.30632242760912
"58",4400000,-1.71623776643718,-1.73124689764479,-0.886483989221043,-0.382903019313304,-1.40299910523448,-0.736207730873389,"2024-12-06","Limhamn",57.67685305,11.988430810443,1,12,1.30632242760912
"59",4700000,-0.955509424819689,-0.976659729625081,-0.886483989221043,2.48872223528862,-1.16692014859268,1.90399400270238,"2024-12-06","Klagshamn",55.53556105,12.9253851743903,1,12,1.30632242760912
"60",7045000,-1.71623776643718,-1.56618095464048,-0.886483989221043,-1.76246731688495,1.69553720068907,-1.64478590477205,"2024-12-03","City",55.6051324,12.9974189,1,12,1.30632242760912
"61",6450000,-0.955509424819689,-0.858755484622001,0.604640426867286,0.549635078830621,-0.0455451045441599,-0.734941750660693,"2024-12-03","Sibbarp",55.7996202,12.9710498464661,0,12,1.30632242760912
"62",4850000,-0.955509424819689,-0.69368954161769,-0.886483989221043,-0.678946859993914,1.40043850488683,-0.635324932674242,"2024-12-02","Tygelsjö",55.5174699,12.98566,1,12,1.30632242760912
"63",3520000,-0.194781083202202,-0.622946994615843,1.75165920847369,-0.0779778634122743,0.0724943737767373,-0.699810799758403,"2024-11-28","Kyrkby",55.5440813,13.0965045,0,11,1.30632242760912
"64",8050000,1.32667560003277,0.15522102240448,1.82048033537008,0.487465872287692,-0.576722756988197,0.123630204836511,"2024-11-28","Djupadal",55.57890885,12.9548780281177,0,11,1.30632242760912
"65",5700000,0.565947258415286,0.391029512410639,-0.129451593360814,0.0493209880803884,0.662691765381223,-0.0802717331707048,"2024-11-25","Husie",55.58749635,13.0915006818925,0,11,1.30632242760912
"66",5450000,-0.955509424819689,-0.174910863604142,2.87573761444797,0.469703241846856,0.102004243356962,0.142778155553525,"2024-11-24","Käglinge",63.8120037,20.2607898928514,0,11,1.30632242760912
"67",2800000,0.565947258415286,-0.245653410605989,-0.886483989221043,-1.00163464633578,0.456122678319653,-0.596396041133866,"2024-11-23","Kyrkby",55.5493782,13.09776455,1,11,1.30632242760912
"68",6800000,0.565947258415286,0.296706116408176,1.269911320199,-0.533885378060415,1.34141876572638,-0.734308760554346,"2024-11-22","Husie",55.94507015,12.8037160578736,0,11,1.30632242760912
"69",4470000,0.565947258415286,0.27312526740756,-0.886483989221043,0.0463605496735823,0.338083199998756,-0.3665415087664,"2024-11-20","Husie",55.5842664,13.0820291070982,1,11,1.30632242760912
"70",7250000,-0.194781083202202,-0.0334257696004464,0.627580802499414,1.31046774937979,0.987300330763691,0.0570079961434275,"2024-11-18","Klagshamn",56.6187273,12.9382892,0,11,1.30632242760912
"71",16400000,2.08740394165026,2.65479101646976,1.04050756387772,1.03810741595363,0.485632547899877,3.33051633111996,"2024-11-18","Fridhem",55.5984827,12.9672867850016,0,11,1.30632242760912
"72",4050000,-0.194781083202202,-1.21246821963124,0.673461553763671,0.585160339712294,-0.989860931111338,-0.52763749083186,"2024-11-15","Valdemarsro",55.6091479,13.0749712829936,0,11,1.30632242760912
"73",10000000,0.565947258415286,0.55609545541495,0.788163431924311,1.1713271442599,-1.25544975733336,2.06334926197539,"2024-11-12","Mellanheden",55.5870751,12.9681859798813,0,11,1.30632242760912
"74",7250000,-0.194781083202202,-0.387138504609684,0.581700051235158,0.2003033468275,-1.19643001817291,0.793333737352255,"2024-11-12","Rostorp",57.7305804,11.9168345,0,11,1.30632242760912
"75",4900000,-0.194781083202202,-0.69368954161769,0.696401929395799,-0.101661370666723,-0.134074713284833,-0.343516493648006,"2024-11-08","Eriksfält",55.5749568,13.0083299529854,0,11,1.30632242760912
"76",6600000,1.32667560003277,1.21635922743219,0.054071411696211,0.283195622218071,-1.60956819229605,-0.0477518664570976,"2024-11-07","Klagshamn",55.5301333,12.9354085439948,0,11,1.30632242760912
"77",5145000,0.565947258415286,0.626838002416798,0.948746061349208,2.26372891637136,-0.488193148247524,0.486096164483796,"2024-11-06","Lockarp",55.5438641,12.9929653,0,11,1.30632242760912
"78",9100000,0.565947258415286,0.202382720405712,0.742282680660055,0.505228502728529,-0.25211419160573,1.42838106154547,"2024-11-06","Limhamn",59.333954,18.0961669,0,11,1.30632242760912
"79",5900000,0.565947258415286,-0.740851239618922,0.283475168017492,-0.205276714904937,-1.10790040943223,0.0615971744144475,"2024-11-05","Kulladal",55.57477415,13.003804490482,0,11,1.30632242760912
"80",5510000,-0.955509424819689,-0.835174635621385,-0.886483989221043,0.425296665744764,-1.25544975733336,1.08822800314694,"2024-11-05","Kulladal",55.57025285,12.99335885,1,11,1.30632242760912
"81",7750000,-0.194781083202202,0.178801871405096,-0.702960984164018,0.993700839851537,1.34141876572638,-1.58607607240831,"2024-11-04","Tygelsjö",55.52312595,12.99953045,0,11,1.30632242760912
"82",6350000,-0.194781083202202,0.485352908413102,-0.152391968992942,-0.456913979483456,-1.04888067027179,0.0761559468604419,"2024-11-04","Sibbarp",58.1460104,11.8312119,0,11,1.30632242760912
"83",3500000,-0.194781083202202,-0.339976806608452,-0.404736100946352,-0.575331515755701,0.36759306957898,0.74665071700912,"2024-11-04","Kyrkby",55.54883675,13.0919120695062,0,11,1.30632242760912
"84",3850000,0.565947258415286,-0.505042749612763,-0.886483989221043,-0.915781932538403,0.721711504541672,-0.412037672660132,"2024-10-31","Gullvik",55.5725397,13.0268048229354,1,10,1.30632242760912
"85",6600000,0.565947258415286,0.0844784754026329,0.283475168017492,-0.0335712873101827,-0.842311583210216,-1.05927005640054,"2024-10-31","Bunkeflostrand",55.5530024,12.916836,0,10,1.30632242760912
"86",12800000,2.08740394165026,0.909808190424188,1.56813620341667,0.525951571576172,-0.517703017827749,3.10944453647806,"2024-10-31","Sjösida",55.589434,12.9574332060209,0,10,1.30632242760912
"87",4350000,0.565947258415286,-0.764432088619538,1.61401695468092,0.549635078830621,0.0134746346162887,-0.0346173217503853,"2024-10-25","Käglinge",55.533464,13.0774130818485,0,10,1.30632242760912
"88",7550000,0.565947258415286,0.55609545541495,-0.886483989221043,0.00491441197829675,1.19386941782526,0.443606703595214,"2024-10-24","Riseberga",55.59670475,13.0894460840572,1,10,1.30632242760912
"89",5550000,0.565947258415286,0.791903945421109,-0.244153471521455,0.188461593200276,0.308573330418532,1.04249446796332,"2024-10-23","Tygelsjö",55.5139123,13.0043263,0,10,1.30632242760912
"90",4150000,-0.194781083202202,-0.174910863604142,1.01756718824559,-0.243762414193416,0.308573330418532,0.00439069355328458,"2024-10-23","Kastanjegården",55.5554036,13.02325205,0,10,1.30632242760912
"91",12900000,0.565947258415286,0.673999700418029,1.17814981767049,0.451940611406019,-0.0160352349639356,-0.119279748474375,"2024-10-22","Sjösida",55.58959915,12.9568316350956,0,10,1.30632242760912
"92",8995000,0.565947258415286,2.32465913046114,-0.358855349682096,2.6722694165106,1.22337928740548,0.515292833139078,"2024-10-20","Skumparp",55.5372407,12.9632802,0,10,1.30632242760912
"93",6500000,-0.955509424819689,-1.56618095464048,-0.611199481635505,-1.32136199427084,-1.60956819229605,-0.270564383891447,"2024-10-16","Limhamn",55.583826,12.9258858,0,10,1.30632242760912
"94",5450000,0.565947258415286,0.956969888425419,-0.886483989221043,0.0226770424191334,0.338083199998756,0.578117101194076,"2024-10-15","Videdal",55.5944512,13.0583535734754,1,10,1.30632242760912
"95",3100000,-0.955509424819689,-1.33037246463432,0.398177046178133,-0.0483734793442132,-0.930841191950889,0.400484252600285,"2024-10-15","Gullvik",58.3738835,12.3465024,0,10,1.30632242760912
"96",6350000,0.565947258415286,0.83906564342234,-0.886483989221043,-0.972030262267719,0.16102398251741,0.0168131243903559,"2024-10-15","Bunkeflostrand",59.3233246,18.41078875,1,10,1.30632242760912
"97",3350000,-1.71623776643718,-1.33037246463432,-0.886483989221043,0.0789253721484495,-0.134074713284833,-0.386718068406229,"2024-10-14","Riseberga",55.597853,13.0847958,1,10,1.30632242760912
"98",7500000,0.565947258415286,0.768323096420493,-0.335914974049967,-0.0276504104965704,0.515142417480102,-1.06583732875389,"2024-10-10","Sibbarp",55.57200075,12.92243975,0,10,1.30632242760912
"99",4900000,-0.955509424819689,-0.764432088619538,-0.886483989221043,-0.723353436096006,-0.724272104889319,-0.0781353915617817,"2024-10-09","Bunkeflostrand",55.56182925,12.9144536234205,1,10,1.30632242760912
"100",4450000,-0.955509424819689,-1.16530652163001,0.0770117873283391,-0.137186631548396,-0.104564843704609,-0.675598928190607,"2024-10-08","Videdal",55.5937336,13.0612493,0,10,1.30632242760912
"101",6130000,-0.194781083202202,-0.387138504609684,-0.886483989221043,-0.604935899823762,-1.19643001817291,-0.0939601442204713,"2024-10-04","Johanneslust",55.6008514,13.04818295,1,10,1.30632242760912
"102",5850000,0.565947258415286,-0.0334257696004464,-0.886483989221043,-0.927623686165628,0.220043721677859,0.130593096006334,"2024-10-03","Hyllieby",59.3807293,17.9158462,1,10,1.30632242760912
"103",6800000,0.565947258415286,0.933389039424804,1.63695733031305,0.431217542558376,0.042984504196513,0.916766808090033,"2024-10-03","Kulladal",55.57166895,12.9908747118546,0,10,1.30632242760912
"104",5010000,-0.194781083202202,-0.740851239618922,0.604640426867286,1.02922610073321,-1.16692014859268,-0.481666584358366,"2024-10-03","Virentofta",55.5877009,13.0765314,0,10,1.30632242760912
"105",9000000,-0.194781083202202,0.0844784754026329,0.054071411696211,-0.160870138802845,-1.07839053985201,1.87179063104195,"2024-10-02","Limhamn",55.57423455,12.9396228954355,0,10,1.30632242760912
"106",4400000,-0.194781083202202,-0.4107193536103,-0.312974598417839,-0.300010743922732,0.131514112937186,0.262096790600045,"2024-09-30","Husie",55.60314245,13.0850806380894,0,9,1.30632242760912
"107",4045000,-0.194781083202202,-0.222072561605373,1.17814981767049,-0.199355838091325,0.042984504196513,0.214622532623976,"2024-09-27","Husie",55.5867666,13.0650896019667,0,9,1.30632242760912
"108",10000000,1.32667560003277,1.14561668043035,-0.771782111060402,-0.0602152329714376,0.0134746346162887,-0.0877093669202889,"2024-09-24","Limhamn",55.5797531,12.9500196,0,9,1.30632242760912
"109",4650000,-0.955509424819689,-0.976659729625081,0.696401929395799,0.363127459201836,-0.930841191950889,-1.34451122307342,"2024-09-24","Videdal",55.5926852,13.0693752,0,9,1.30632242760912
"110",5000000,-1.71623776643718,0.178801871405096,-0.198272720257199,-0.282248113481896,0.692201634961448,-0.0722802330780665,"2024-09-23","Virentofta",55.94535635,12.8035717,0,9,1.30632242760912
"111",6100000,-1.71623776643718,-0.835174635621385,1.75165920847369,-0.193434961277713,-0.0455451045441599,0.796182192830819,"2024-09-20","Djupadal",55.5722702,12.9493811947613,0,9,1.30632242760912
"112",4220000,-1.71623776643718,-1.35395331363493,0.19171366548898,0.80127234340914,-1.13741027901246,0.351269271831761,"2024-09-19","Videdal",55.58575365,13.0655137,0,9,1.30632242760912
"113",3000000,-0.194781083202202,-0.575785296614611,-0.42767647657848,-0.379942580906497,0.308573330418532,-0.687388368921331,"2024-09-19","Oxie",55.5424417,13.103271868114,0,9,1.30632242760912
"114",6700000,2.08740394165026,1.3814251704365,0.489938548706646,0.218065977268337,0.190533852097634,0.396607188198906,"2024-09-19","Kroksbäck",55.5777874,12.9784822155852,0,9,1.30632242760912
"115",5600000,-0.955509424819689,-0.740851239618922,-0.312974598417839,-0.205276714904937,-0.0455451045441599,-0.134629758553304,"2024-09-19","Djupadal",55.5712409,12.94961985,0,9,1.30632242760912
"116",7300000,-0.194781083202202,-0.104168316602294,-0.886483989221043,-0.0187690952761521,1.40043850488683,0.214622532623976,"2024-09-19","Bunkeflostrand",55.5447811,12.9252671,1,9,1.30632242760912
"117",5000000,-0.955509424819689,-0.69368954161769,1.68283808157731,0.407534035303928,0.249553591258083,0.431421644048023,"2024-09-18","Eriksfält",55.57377725,13.0115351911484,0,9,1.30632242760912
"118",4000000,-0.955509424819689,-0.575785296614611,-0.886483989221043,-0.362179950465661,0.338083199998756,1.0849839288519,"2024-09-15","Almvik",55.55381745,13.0210387523958,1,9,1.30632242760912
"119",6050000,-0.955509424819689,-1.02382142762631,-0.886483989221043,-0.409546964974558,1.57749772236818,-0.418367573723608,"2024-09-13","Bunkeflostrand",58.3785576,15.6995099156175,1,9,1.30632242760912
"120",8000000,-0.194781083202202,0.414610361411255,-0.542378354739121,0.440098857778795,0.633181895800999,-0.609847080893752,"2024-09-12","Bunkeflostrand",55.5595624,12.911038651701,0,9,1.30632242760912
"121",4465000,-0.194781083202202,0.249544418406944,0.719342305027927,1.19205021310755,-0.989860931111338,2.3083164331319,"2024-09-12","Gullviksborg",55.5698073,13.02973965,0,9,1.30632242760912
"122",7700000,2.84813228326775,1.09845498242911,0.604640426867286,-0.0720569865986621,-0.87182145279044,1.40939135835504,"2024-09-11","Sofielund",59.3186091,18.0702255,0,9,1.30632242760912
"123",6025000,-0.194781083202202,-0.740851239618922,1.63695733031305,0.324641759913356,-1.16692014859268,-0.873329212660934,"2024-09-11","Videdal",55.5942387,13.06692825,0,9,1.30632242760912
"124",2945000,-0.955509424819689,-0.599366145615227,1.77459958410582,0.173659401166245,-0.635742496148646,2.77752034946205,"2024-09-09","Kattarp",55.5794798,13.044478470045,0,9,1.30632242760912
"125",4900000,-0.955509424819689,-0.339976806608452,-0.886483989221043,-0.261525044634253,1.31190889614616,-0.297545587174513,"2024-09-07","Kristineberg",55.54203405,13.07577535,1,9,1.30632242760912
"126",4450000,-1.71623776643718,-1.51901925663925,0.145832914224723,-0.548687570094446,-1.93417675767852,0.654313285245666,"2024-09-06","Sibbarp",55.5686005,12.9188947,0,9,1.30632242760912
"127",8295000,-0.194781083202202,0.343867814409407,-0.886483989221043,-0.0868591786326926,1.25288915698571,0.23835966161201,"2024-09-06","Bunkeflostrand",55.56134275,12.9253265685948,1,9,1.30632242760912
"128",2880000,-0.955509424819689,-1.40111501163617,0.834044183188568,0.644369107848416,-0.87182145279044,-1.17724358747107,"2024-09-05","Käglinge",55.5595626,13.0602548,0,9,1.30632242760912
"129",4315000,-0.955509424819689,-0.69368954161769,0.398177046178133,1.04402829276724,-0.989860931111338,-0.12560964953785,"2024-09-05","Husie",55.5838864,13.0663350586956,0,9,1.30632242760912
"130",5595000,0.565947258415286,0.391029512410639,-0.886483989221043,-0.252643729413835,0.308573330418532,-0.679475992591986,"2024-09-04","Kulladal",57.67772285,11.8929514554979,1,9,1.30632242760912
"131",5300000,-0.955509424819689,-0.4107193536103,1.17814981767049,0.934492071715415,0.0134746346162887,0.533491298696571,"2024-09-04","Djupadal",55.57662395,12.9715872085293,0,9,1.30632242760912
"132",2670000,-0.194781083202202,-0.104168316602294,-0.886483989221043,-1.27695541816875,0.36759306957898,1.463037269868,"2024-09-03","Kyrkby",55.54728975,13.092206034157,1,9,1.30632242760912
"133",4800000,-0.194781083202202,0.0137359284007853,-0.886483989221043,0.0759649337416434,0.751221374121896,-0.00478766298875539,"2024-09-02","Käglinge",55.53187635,13.0796228656613,1,9,1.30632242760912
"134",13900000,1.32667560003277,1.45216771743835,1.13226906640623,1.30454687256618,-0.724272104889319,0.539029962127113,"2024-09-02","Sjösida",55.5925406,12.9547765182769,0,9,1.30632242760912
"135",4750000,0.565947258415286,-0.575785296614611,-0.886483989221043,0.176619839573051,-0.960351061531113,-0.878551381038302,"2024-08-31","Klagshamn",55.5303822,12.9219066,1,8,1.30632242760912
"136",2525000,-1.71623776643718,-1.61334265264171,0.604640426867286,0.277274745404459,-0.104564843704609,0.959968382848256,"2024-08-30","Kyrkby",55.55342325,13.1039706081988,0,8,1.30632242760912
"137",6000000,-0.194781083202202,0.0137359284007853,-0.450616852210608,0.36016702079503,1.01681020034391,-0.102109891839696,"2024-08-30","Skumparp",55.5372407,12.9632802,0,8,1.30632242760912
"138",11100000,-0.194781083202202,0.249544418406944,-0.565318730371249,-1.56411794362894,1.19386941782526,0.610874339197563,"2024-08-30","Hamnen",59.6020225,16.6080862,0,8,1.30632242760912
"139",4100000,-0.955509424819689,-0.740851239618922,-0.886483989221043,-0.545727131687639,-1.60956819229605,-0.57606123396745,"2024-08-29","Tygelsjö",55.5169132,13.0044825,1,8,1.30632242760912
"140",7100000,-0.955509424819689,-0.976659729625081,0.0770117873283391,-0.382903019313304,-1.04888067027179,0.696011508501313,"2024-08-29","Limhamn",57.677039,11.98852715,0,8,1.30632242760912
"141",6200000,-0.194781083202202,0.0137359284007853,-0.886483989221043,-0.829929218741026,1.13484967866481,-0.236382918148678,"2024-08-29","Vintrie",55.5541942,12.9723722,1,8,1.30632242760912
