slutpris,utgangspris,prisutv,antal_rum,boarea,biarea,tomtarea,byggar,driftkostnad,sälj_datum,område,latitude,longitude
5950000,5795000,155000,4,123,32,651,2006,27468,22 januari 2021,Bunkeflostrand,55.56065665,12.9241415232353
4850000,4295000,555000,5,155,13,567,1958,24958,20 januari 2021,Riseberga,55.60075175,13.0800708
5050000,4195000,855000,4,128,128,655,1968,36700,20 januari 2021,Stenkällan,55.58062985,13.076252756723
5150000,4895000,255000,5,125,1,382,1968,NA,19 januari 2021,Bunkeflostrand,56.0936803,12.6532173798564
3800000,3995000,-195000,7,148,NA,766,1939,40080,18 januari 2021,Klagstorp,58.3640124858956,15.2932465099268
5000000,3895000,1105000,4,99,NA,364,1964,32555,18 januari 2021,Videdal,55.59254385,13.0657844082608
3235000,2895000,340000,5,122,13,372,1969,34940,15 januari 2021,Videdal,55.59109805,13.0858751963773
4600000,4195000,405000,5,151,10,356,2006,55900,15 januari 2021,Oxie,55.54070915,13.07605745
9800000,9800000,0,7,160,90,557,1959,47611,15 januari 2021,Mellanheden,55.5838981,12.9661900308872
4500000,3995000,505000,5,119,53,794,1916,35746,14 januari 2021,Kulladal,55.5681492472356,12.9949901442959
5985000,5795000,190000,5,145,10,318,2006,27534,14 januari 2021,Bunkeflostrand,55.5505476074947,12.9258759268359
5500000,4250000,1250000,4,102,60,683,1938,NA,13 januari 2021,Rosenvång,55.582782,12.9560681
8500000,7495000,1005000,6,171,1,603,1968,40729,13 januari 2021,Sibbarp,58.1459797442776,11.8310577400361
4700000,3995000,705000,4,113,79,536,1925,38000,12 januari 2021,Håkanstorp,55.5988408,13.0410455
5400000,4995000,405000,4,115,NA,401,2000,31800,12 januari 2021,Bunkeflostrand,57.6733737428016,11.873402000383
5195000,5195000,0,4,97,15,515,2015,29500,12 januari 2021,Strandhem,55.5394057054369,12.9171240083394
6505000,6195000,310000,6,154,10,675,2005,41913,11 januari 2021,Bunkeflostrand,55.5499553868271,12.9239955490032
5900000,4695000,1205000,6,174,NA,1004,1980,25800,11 januari 2021,Riseberga,55.5963711,13.0768556331227
6350000,5795000,555000,4,116,NA,811,1968,31250,8 januari 2021,Kulladal,55.569442,12.9885971
6000000,6195000,-195000,7,233,45,843,2004,40259,6 januari 2021,Käglinge,55.5318143,13.0927733048113
5300000,3995000,1305000,4,100,68,752,1929,30680,17 december 2020,Videdal,55.5891364,13.0619692748594
4250000,4250000,0,3,89,NA,497,NA,15550,17 december 2020,Bunkeflostrand,56.6515233589616,12.9057911805893
7200000,7495000,-295000,6,183,142,726,1937,31045,15 december 2020,Rosenvång,55.58257935,12.9579756
5620000,5695000,-75000,3,122,NA,994,2004,34900,13 december 2020,Riseberga,55.5976248105784,13.0914317104223
5850000,5495000,355000,7,187,80,673,1923,18500,12 december 2020,Bergdala,55.5647496210028,12.9946975228475
3700000,4100000,-400000,5,136,8,359,2008,30134,12 december 2020,Oxie,55.54591655,13.0851708435964
4500000,4495000,5000,4,140,69,900,1925,58429,11 december 2020,Lockarp,55.54169195,13.04267965
5500000,4495000,1005000,5,110,70,944,1924,36313,10 december 2020,Rostorp,55.6113583766499,13.0483779235871
5300000,4695000,605000,5,145,NA,460,1968,44400,10 december 2020,Riseberga,55.60295115,13.0870935820862
8475000,8500000,-25000,6,220,40,782,2017,24240,9 december 2020,Bunkeflostrand,57.6729004,11.9702598
5100000,3975000,1125000,4,117,NA,429,1958,33617,8 december 2020,Riseberga,55.60079535,13.0764734963374
4000000,4000000,0,6,150,NA,806,1968,NA,8 december 2020,Kyrkby,55.54474235,13.1000749
4400000,4795000,-395000,6,124,122,678,1974,28488,6 december 2020,Tygelsjö,55.5139012253597,13.0042842079673
5900000,4995000,905000,7,181,129,928,1957,45000,4 december 2020,Hindby,55.57518895,13.0392384097438
5000000,4495000,505000,6,136,NA,358,2006,28420,3 december 2020,Käglinge,55.53345485,13.07341155
10500000,9975000,525000,7,NA,150,2779,2020,27700,3 december 2020,Klagstorp,55.5279468,12.99692385
4410000,3595000,815000,5,118,118,520,1968,30300,2 december 2020,Villastad,55.5771516,13.06995485
5750000,5800000,-50000,8,205,46,850,1971,23262,1 december 2020,Kulladal,55.5694655,12.9906514
5650000,5695000,-45000,3,90,15,216,2004,38100,27 november 2020,Limhamn,55.5858748,12.9320673
5880000,5975000,-95000,6,158,NA,409,2000,28250,25 november 2020,Bunkeflostrand,55.5548938917349,12.9277789388992
6560000,5950000,610000,5,140,140,1004,1974,33500,25 november 2020,Husie,55.5879262611438,13.0765300279827
4400000,3695000,705000,5,138,11,284,1979,40300,24 november 2020,Videdal,55.5928309,13.059263722216
5550000,5100000,450000,5,130,NA,280,2012,37404,23 november 2020,Klagshamn,56.6492862078425,16.4801845239025
6550000,6295000,255000,6,158,155,724,1967,25465,23 november 2020,Bellevue,55.5809742,12.9691830341092
12550000,12995000,-445000,6,185,105,977,1939,55500,22 november 2020,Sjösida,55.5920569,12.9494575392893
7900000,7495000,405000,7,169,18,725,1978,37146,19 november 2020,Limhamn,55.57411755,12.9234373
5260000,4395000,865000,5,96,16,830,1966,24075,19 november 2020,Bunkeflostrand,55.55810305,12.9177101
4000000,4000000,0,4,110,82,562,1910,40629,18 november 2020,Eriksfält,55.5757846,13.0129540062114
7530000,5495000,2035000,6,159,103,701,1905,42482,17 november 2020,Håkanstorp,55.59747645,13.040687557743
6000000,5875000,125000,6,145,NA,308,2006,33485,16 november 2020,Bunkeflostrand,55.5505476074947,12.9258759268359
5200000,5995000,-795000,5,131,39,853,2012,39746,16 november 2020,Hindby,55.5731684,13.0435756
3075000,2995000,80000,5,81,81,666,1942,46400,15 november 2020,Kattarp,55.5791079,13.0449528088871
7000000,6700000,300000,6,NA,25,332,2008,40428,13 november 2020,Bunkeflostrand,55.55863205,12.9284032454618
11000000,11500000,-500000,2,80,NA,2702,1967,NA,12 november 2020,Bunkeflostrand,55.55862245,12.91617745
7000000,5995000,1005000,4,96,55,712,1959,34456,12 november 2020,Limhamn,55.58074505,12.9514726
8000000,7495000,505000,5,132,46,560,1961,52633,12 november 2020,Limhamn,55.58296135,12.936665110382
3895000,3895000,0,6,145,16,756,1974,27100,12 november 2020,Oxie,55.552624,13.1027994889513
5600000,5200000,400000,5,126,15,287,1895,41261,7 november 2020,Limhamn,63.1779861,14.6323233
6000000,5195000,805000,6,188,65,630,1934,50543,5 november 2020,Sofielund,59.3186091,18.0702255
6750000,6995000,-245000,5,160,22,737,1927,40312,5 november 2020,Rosenvång,55.58184005,12.9506338698451
3395000,3195000,200000,5,121,NA,314,1972,41932,4 november 2020,Kyrkby,55.5459833,13.1029725083706
10000000,9375000,625000,4,144,22,466,2004,41337,4 november 2020,Limhamn,55.5833889,12.92305935
5750000,NA,NA,6,145,34,614,1989,25376,1 november 2020,Husie,55.58994365,13.1018696641084
9900000,9750000,150000,7,235,34,860,2000,43589,1 november 2020,Hyllieby,55.56875285,12.9627656
3425000,3095000,330000,4,95,NA,381,1986,33700,31 oktober 2020,Bulltofta,55.61552805,13.0592768619812
4495000,4495000,0,5,133,12,317,2011,27920,28 oktober 2020,Ulricedal,55.589077,13.0609684162868
8000000,7750000,250000,NA,137,46,610,1909,47367,27 oktober 2020,Limhamn,55.8670858,13.0825136070499
5700000,4495000,1205000,NA,169,133,435,1873,NA,26 oktober 2020,Kirseberg,55.6100530469451,13.0376226093628
6100000,5295000,805000,5,152,NA,370,2012,38650,26 oktober 2020,Klagshamn,56.6492862078425,16.4801845239025
9020000,8175000,845000,6,182,NA,911,2013,27536,26 oktober 2020,Bunkeflostrand,55.5474770356755,12.9267755148868
5725000,4995000,730000,6,123,92,720,1924,38486,26 oktober 2020,Rostorp,55.6144739,13.04656775
5550000,5295000,255000,4,144,17,617,1963,45188,23 oktober 2020,Djupadal,55.5758197,12.9668080067978
7345000,7475000,-130000,6,175,175,856,1966,57000,23 oktober 2020,Solbacken,55.5891413,12.97121063154
9280000,9995000,-715000,7,182,35,846,1935,55040,22 oktober 2020,Limhamn,55.5874671,12.9485520825779
7600000,7550000,50000,5,217,135,797,1938,52800,22 oktober 2020,Rosenvång,55.58182645,12.9558700733116
7650000,7995000,-345000,5,184,NA,813,1974,33521,21 oktober 2020,Bellevue,55.58381325,12.96837865
6175000,5895000,280000,6,145,5,273,2018,18000,21 oktober 2020,Bunkeflostrand,55.5544564173096,12.9325565954501
5000000,4095000,905000,5,100,47,1029,1927,29700,21 oktober 2020,Videdal,55.5863079,13.0619968
4860000,4195000,665000,4,91,NA,215,1909,36800,20 oktober 2020,Vintrie,55.5546028956722,12.9591348063498
4650000,3995000,655000,4,94,94,593,1963,33436,20 oktober 2020,Virentofta,55.5861451808477,13.0762528510422
7600000,6895000,705000,5,152,NA,182,1991,32785,20 oktober 2020,Limhamn,57.41906025,15.0685417865126
4210000,3495000,715000,4,96,15,346,1974,35500,20 oktober 2020,Tygelsjö,55.5139012253597,13.0042842079673
11200000,10500000,700000,7,260,68,646,1900,77572,19 oktober 2020,Limhamn,55.5806671,12.9349678206534
9000000,7500000,1500000,5,160,NA,169,1977,36600,19 oktober 2020,Västervång,59.3493807,18.0490793
4025000,3200000,825000,3,74,NA,203,1909,NA,16 oktober 2020,Limhamn,55.583339,12.93113325
10750000,10995000,-245000,8,144,NA,1379,1907,42500,15 oktober 2020,Sjösida,55.59179055,12.9533437169463
4900000,4095000,805000,5,135,100,600,1936,29579,15 oktober 2020,Kattarp,57.6736042,11.8975782
5400000,4975000,425000,5,130,NA,252,2017,21550,13 oktober 2020,Bunkeflostrand,55.5550269472499,12.9316041777519
6900000,5850000,1050000,6,200,34,598,1986,39744,13 oktober 2020,Djupadal,59.2847335,18.0776176860078
6350000,5995000,355000,8,167,92,705,1923,38679,13 oktober 2020,Kirseberg,58.4088061,15.5165264487054
10000000,11500000,-1500000,7,210,40,802,1983,37500,9 oktober 2020,Sjösida,55.5899475,12.9477393569504
6600000,6000000,600000,5,174,34,1521,1962,33800,9 oktober 2020,Bunkeflostrand,55.5573597,12.9192867015647
2800000,2595000,205000,3,60,NA,530,1991,31641,9 oktober 2020,Strandhem,55.5413423300341,12.9121811664695
4750000,4350000,400000,5,133,30,420,1968,32140,9 oktober 2020,Djupadal,55.5737476,12.9648306162704
5900000,5950000,-50000,5,124,26,266,1894,30100,9 oktober 2020,Sibbarp,55.57329925,12.9227034073283
4500000,4295000,205000,5,138,83,472,1948,45600,8 oktober 2020,Håkanstorp,55.597911,13.0476504367632
10250000,9500000,750000,6,165,129,1409,1959,45224,8 oktober 2020,Limhamn,59.3847576,13.4709600098556
8150000,7495000,655000,7,142,142,773,1965,25637,8 oktober 2020,Bellevue,55.581186,12.9682419168625
5460000,4995000,465000,6,142,43,624,1990,36821,7 oktober 2020,Riseberga,55.60137425,13.0900433
5450000,5195000,255000,5,156,33,810,1967,55000,7 oktober 2020,Bunkeflostrand,55.5593027,12.9258495432311
3900000,2995000,905000,4,63,43,560,1922,38188,7 oktober 2020,Bellevue,55.57973425,12.9747852615147
3850000,3495000,355000,6,131,NA,436,1972,58580,2 oktober 2020,Kyrkby,55.54537945,13.1042385147075
6800000,6800000,0,7,194,30,1350,1915,39736,2 oktober 2020,KLAGSHAMN,55.5582705360318,12.9189969889319
3800000,3995000,-195000,6,154,NA,455,1976,35100,2 oktober 2020,Virentofta,55.58511585,13.0819368493337
5725000,5295000,430000,7,172,51,769,1976,35680,1 oktober 2020,Stenkällan,55.5781733174256,13.0714669628763
2750000,2395000,355000,5,117,NA,255,1978,21023,1 oktober 2020,Oxie,55.5349408,13.1044322
4380000,3950000,430000,4,75,36,795,1930,32527,30 september 2020,Kroksbäck,55.57821215,12.9786704480198
8200000,7650000,550000,7,NA,15,825,2011,42000,30 september 2020,Vintrie,55.5539524053865,12.9614889278482
12200000,12500000,-300000,8,225,125,1047,1916,41200,30 september 2020,Mellanheden,55.5862891,12.9598292850634
5800000,5195000,605000,8,165,NA,320,1969,36000,29 september 2020,Bunkeflostrand,59.3234552,18.4102187
7400000,6395000,1005000,6,200,28,467,2001,42150,29 september 2020,Vintrie,55.55364475,12.9577406606049
7650000,7950000,-300000,7,170,30,894,1999,45855,28 september 2020,Bunkeflostrand,55.55639585,12.9280102018166
9525000,8950000,575000,6,155,89,850,1958,31167,28 september 2020,Limhamn,55.5805783330553,12.9239020766552
5250000,4395000,855000,6,150,140,306,1933,53022,28 september 2020,Johanneslust,55.6004516098586,13.0433664108952
11600000,10995000,605000,5,133,44,104,1883,36600,26 september 2020,väster,55.6049236,12.99643635
4150000,3495000,655000,3,118,118,520,1967,34184,25 september 2020,Villastad,55.57696945,13.0679045933144
8500000,7375000,1125000,7,146,104,687,1923,48279,25 september 2020,Limhamn,55.5765161,12.94146655
4650000,3995000,655000,5,112,35,748,1987,25000,25 september 2020,Gullvik,55.5685678,13.027356140458
5400000,4595000,805000,5,107,71,480,1924,47808,24 september 2020,Håkanstorp,55.5983725,13.0439951428528
7300000,6950000,350000,5,178,NA,675,2006,35300,24 september 2020,Bunkeflostrand,55.56116655,12.92389775
3500000,3295000,205000,5,140,6,1827,1900,32016,24 september 2020,Käglinge,55.52418075,13.06492485
3225000,3395000,-170000,4,115,35,309,1979,35757,23 september 2020,Kristineberg,55.54441865,13.0757169365546
6800000,6295000,505000,5,140,27,596,2007,27600,23 september 2020,Klagshamn,55.53072575,12.9350810496392
5125000,5195000,-70000,4,95,95,507,1962,34087,23 september 2020,Djupadal,55.57672075,12.9590048283439
9000000,9500000,-500000,7,195,108,1011,1953,54038,22 september 2020,Mellanheden,55.58528225,12.96854525
11900000,10500000,1400000,7,195,37,1070,1902,59844,22 september 2020,Limhamn,57.72121945,12.01017355
8700000,9700000,-1000000,5,165,76,707,1909,37865,22 september 2020,Limhamn,55.58354335,12.9414340533606
4200000,3695000,505000,4,100,10,335,1929,27168,21 september 2020,Kvarnby,55.5895808,13.1029448
4350000,3900000,450000,5,123,20,380,1966,31000,19 september 2020,Bunkeflostrand,55.5543052274295,12.9112644250382
5000000,4495000,505000,6,131,123,1035,1924,43000,19 september 2020,Ellenborg,55.58484675,13.0668250276295
7500000,6990000,510000,5,175,53,716,1962,43196,19 september 2020,Bellevue,55.58031005,12.96858085
4500000,4395000,105000,5,124,57,562,1920,41400,18 september 2020,Eriksfält,55.57552945,13.0127753
3620000,3495000,125000,4,115,95,579,1926,55129,14 september 2020,Kulladal,57.67712015,11.89132205
6700000,6895000,-195000,6,NA,25,344,2008,33400,14 september 2020,Bunkeflostrand,55.55876475,12.9284335954618
3490000,2995000,495000,3,84,16,1008,2006,17425,14 september 2020,Riseberga,55.5970856,13.0777201983781
6550000,6295000,255000,5,198,NA,774,1980,37437,13 september 2020,Bunkeflostrand,55.56160005,12.9133585536243
18000000,16500000,1500000,7,257,165,2005,1935,65990,13 september 2020,Mellanheden,55.5882364,12.9594147263826
7025000,7250000,-225000,4,141,97,756,1945,31090,12 september 2020,Sibbarp,59.3182033,18.0713838
4400000,3995000,405000,7,118,80,880,1955,18680,10 september 2020,Husie,55.5954718,13.05534825
14600000,14800000,-200000,7,236,130,899,1910,56040,10 september 2020,Sibbarp,57.6602248,12.0314793787978
4675000,4495000,180000,6,110,62,800,1958,32556,10 september 2020,Kulladal,55.570543,12.9910599316338
5350000,4895000,455000,6,146,16,380,1967,39290,10 september 2020,Bunkeflostrand,55.5543052274295,12.9112644250382
5600000,4795000,805000,6,109,81,779,1930,46352,9 september 2020,Kulladal,55.5719083,12.9936988643724
7000000,6695000,305000,6,148,NA,304,2000,35800,9 september 2020,Ön,55.5896141581158,12.9207358940013
7275000,6495000,780000,5,115,83,600,1929,39620,9 september 2020,Limhamn,55.5762306,12.942634
4650000,4150000,500000,5,158,NA,692,1983,27919,9 september 2020,Käglinge,62.4442696,17.3343121
4200000,3995000,205000,6,180,65,443,1909,44969,8 september 2020,Eriksfält,55.57764155,13.0089962517993
7450000,6750000,700000,6,148,NA,1056,1998,37324,8 september 2020,Klagshamn,56.6188113,12.9392771
9100000,8000000,1100000,6,190,29,407,1972,42499,8 september 2020,Limhamn,56.1756523,15.5804124233886
4900000,4195000,705000,6,151,10,511,2005,28700,7 september 2020,Kristineberg,55.54168785,13.0738521941157
4850000,4495000,355000,5,127,18,701,1982,27800,7 september 2020,Kvarnby,55.58785465,13.0917741854967
3820000,2495000,1325000,NA,75,40,995,1923,NA,7 september 2020,Husie,55.5922039,13.0814902995785
5025000,4995000,30000,5,147,NA,337,2006,36900,6 september 2020,Kvarnby,55.5872992,13.1024248098571
4100000,3895000,205000,6,150,NA,243,1986,34600,5 september 2020,Bulltofta,55.61563435,13.05941195
5500000,4495000,1005000,4,118,27,782,1989,24800,5 september 2020,Husie,55.59050985,13.1034570263415
5050000,4595000,455000,4,153,NA,738,1990,29642,4 september 2020,Riseberga,55.6021264,13.09082175
4300000,4300000,0,4,121,NA,436,1991,28784,4 september 2020,Bunkeflostrand,55.5560652023576,12.9118248293998
7415000,6995000,420000,6,198,20,698,2008,30500,4 september 2020,Husie,55.5891196,13.111212
4550000,3995000,555000,6,158,NA,417,1974,26100,3 september 2020,Tygelsjö,55.5136259,13.00114525
4760000,3995000,765000,5,144,76,800,1964,40214,2 september 2020,Valdemarsro,55.6116161,13.0721463284536
6325000,6195000,130000,6,145,25,329,2008,29989,2 september 2020,Bunkeflostrand,55.5512155420907,12.9307454109371
6000000,5495000,505000,5,159,25,384,1975,47634,2 september 2020,Bunkeflostrand,55.5479986480653,12.912506708473
9000000,8975000,25000,5,170,8,390,2012,37200,2 september 2020,sjöstad,55.59197165,12.9322294537001
5050000,4395000,655000,6,139,35,460,1968,38400,2 september 2020,Riseberga,55.6031805,13.0874262117021
5600000,5495000,105000,4,118,10,388,1957,27700,1 september 2020,Sibbarp,55.57317935,12.9183691
3820000,3795000,25000,5,160,NA,283,1978,34793,1 september 2020,Kristineberg,55.5452561,13.0739184453298
6750000,6295000,455000,8,NA,53,954,2004,38400,30 augusti 2020,Riseberga,55.5987576,13.090063035857
3700000,3595000,105000,5,142,NA,1000,1976,35025,29 augusti 2020,Toarp,55.53880475,13.1253427864697
3705000,3195000,510000,4,90,50,490,1936,39130,29 augusti 2020,Videdal,55.5940245,13.06132545
3950000,3595000,355000,5,100,50,574,1925,49735,27 augusti 2020,Almhög,55.576621,13.0202587499012
6400000,5975000,425000,4,137,NA,917,1992,22412,27 augusti 2020,Klagshamn,59.243248,17.9637797186765
4475000,4095000,380000,4,80,48,775,1937,19120,27 augusti 2020,Rosenvång,55.5819967,12.95592625
5700000,5700000,0,6,156,40,699,2004,30696,27 augusti 2020,Klagstorp,55.52590835,12.9943792235767
3200000,2895000,305000,2,88,NA,88,1863,25000,26 augusti 2020,Kirseberg,56.0079156,12.7323061379341
9800000,8995000,805000,8,215,10,693,2012,57200,26 augusti 2020,Bunkeflostrand,55.5474770356755,12.9267755148868
4850000,3995000,855000,4,109,40,387,1969,22900,26 augusti 2020,Bunkeflostrand,56.7009870676459,12.8693970870798
4620000,3995000,625000,5,129,88,598,1966,30487,26 augusti 2020,Virentofta,55.58536385,13.0730632745556
8575000,8595000,-20000,7,189,69,1130,1921,45373,26 augusti 2020,Mellanheden,55.58701655,12.9684810575032
4255000,3895000,360000,6,145,94,600,1935,33600,26 augusti 2020,Kattarp,57.6733269,11.8975889
4920000,4295000,625000,6,145,50,518,1968,29500,24 augusti 2020,Villastad,55.575173,13.0712383230924
4160000,3495000,665000,5,130,NA,570,1984,32600,24 augusti 2020,Käglinge,55.5295946,13.075325
7200000,7495000,-295000,7,153,90,573,1958,66600,24 augusti 2020,Solbacken,55.5881405,12.98046215
4900000,3995000,905000,3,105,68,721,1926,42134,21 augusti 2020,Rostorp,55.61491995,13.0471447940199
4537500,4750000,-212500,7,185,92,752,1975,40773,21 augusti 2020,Käglinge,55.53374885,13.0767869745647
5475000,4895000,580000,5,121,29,452,1966,43072,21 augusti 2020,Bunkeflostrand,55.71702435,13.0377681141045
7100000,6795000,305000,5,137,NA,267,2016,25534,21 augusti 2020,sjöstad,55.59170535,12.9355177675856
6100000,5990000,110000,8,244,57,656,1909,44312,21 augusti 2020,Sofielund,55.5846569280602,13.0146217299049
8375000,7795000,580000,5,152,NA,806,2011,39500,20 augusti 2020,Bunkeflostrand,55.5595871,12.9103113906065
6100000,5295000,805000,6,155,NA,797,2011,37833,20 augusti 2020,Käglinge,55.52992955,13.0832934082179
7000000,6895000,105000,5,152,11,902,2003,59500,20 augusti 2020,Husie,55.59671995,13.0931056545429
4500000,4495000,5000,4,93,NA,525,1964,36000,19 augusti 2020,Riseberga,55.6012376,13.0879345675964
4700000,4895000,-195000,5,120,77,387,1918,36014,19 augusti 2020,Johanneslust,55.6009816,13.0498545
9600000,8995000,605000,5,175,137,1018,1963,NA,19 augusti 2020,Mellanheden,55.58533395,12.9664439236783
5330000,4295000,1035000,5,123,91,418,1972,35982,18 augusti 2020,Kulladal,59.6051006,16.5508985
4300000,4195000,105000,5,134,28,626,1968,30400,18 augusti 2020,Villastad,55.57574875,13.0685204786444
5100000,5275000,-175000,4,113,NA,905,1964,21750,18 augusti 2020,Bunkeflostrand,55.5563185,12.9261415266958
6100000,4895000,1205000,6,120,60,839,1927,36800,18 augusti 2020,Kulladal,55.57424685,12.9961240740519
5700000,5495000,205000,5,124,72,242,1953,27503,16 augusti 2020,Djupadal,55.5770138,12.957197313226
4500000,4395000,105000,5,119,NA,236,1991,26600,14 augusti 2020,Bellevue,55.58220755,12.97274745
4800000,4495000,305000,5,130,37,754,2008,39444,14 augusti 2020,Kristineberg,55.53832625,13.0809024
4400000,3995000,405000,5,127,36,360,1904,32150,14 augusti 2020,Eriksfält,55.5753352,13.0104604
6900000,5995000,905000,9,154,52,989,1915,34765,12 augusti 2020,Mellanheden,55.5834126,12.9639830877078
7250000,7495000,-245000,5,130,58,606,1929,41787,12 augusti 2020,Mellanheden,55.5873114,12.9671440699009
3800000,3295000,505000,6,145,NA,544,1974,23660,11 augusti 2020,Oxie,56.0345883,12.7122501
3480000,2975000,505000,6,109,86,557,1914,36000,11 augusti 2020,Eriksfält,55.5765032552866,13.0109030378508
6813000,NA,NA,NA,306,NA,979,2017,NA,11 augusti 2020,Hindby,56.29240545,13.7201209128851
4530000,3895000,635000,5,134,45,585,1983,22500,11 augusti 2020,Gullvik,55.5664081878112,13.0348219714387
6300000,6195000,105000,7,158,NA,542,2001,30803,10 augusti 2020,Bunkeflostrand,55.5548938917349,12.9277789388992
3760000,3595000,165000,5,131,80,572,1973,31200,9 augusti 2020,Kastanjegården,57.7142728,12.02175165
3880000,3675000,205000,5,134,112,749,1917,NA,7 augusti 2020,Rosengård,58.5607744,12.3574836670518
5150000,4700000,450000,6,152,30,328,1965,36670,7 augusti 2020,Limhamn,55.5737888,12.9577897640943
5200000,4795000,405000,6,167,NA,626,1968,44950,5 augusti 2020,Villastad,55.575659,13.0695040555051
6300000,6195000,105000,4,129,7,500,2004,41170,5 augusti 2020,Bunkeflostrand,56.15805055,13.5926312
5200000,4295000,905000,4,98,10,516,1945,35894,5 augusti 2020,Strandhem,55.5395323,12.9125558
7550000,6500000,1050000,4,124,47,632,1956,NA,5 augusti 2020,Rosenvång,55.5813325,12.94966375
3900000,3495000,405000,3,65,43,385,1922,31200,3 augusti 2020,Johanneslust,55.6019810061003,13.0486944448819
3775000,3995000,-220000,5,113,118,395,1928,36792,31 juli 2020,Kulladal,55.57332275,12.9941479354126
5450000,5395000,55000,5,155,9,385,2008,28291,30 juli 2020,Tygelsjö,55.66780445,13.3577404815483
4495000,4495000,0,7,99,79,340,1967,33600,29 juli 2020,Virentofta,55.5881828,13.0737287776979
4220000,3595000,625000,7,118,118,844,1966,43644,28 juli 2020,Villastad,55.577793,13.0628114625668
5450000,5500000,-50000,4,160,63,856,1993,15600,27 juli 2020,Stenkällan,55.5848327005851,13.0656761823553
7800000,7195000,605000,7,178,86,793,1956,36200,24 juli 2020,Djupadal,55.5766498,12.9511858
7200000,6895000,305000,8,232,NA,733,1905,81884,23 juli 2020,Håkanstorp,55.5975398,13.04041895
5495000,5295000,200000,5,157,23,720,2008,37432,22 juli 2020,Kristineberg,56.1007174,12.7491025990989
4620000,3995000,625000,5,105,39,522,1966,28800,22 juli 2020,Husie,55.58912015,13.0716796228009
6450000,6450000,0,5,180,NA,554,1975,41994,21 juli 2020,Hyllie,59.28364225,18.0776966353426
5600000,4995000,605000,5,139,20,738,1991,33500,21 juli 2020,Husie,55.60029105,13.0923618238978
3500000,3295000,205000,4,85,70,539,1946,37640,16 juli 2020,Eriksfält,55.57430145,13.0086753130688
5550000,4995000,555000,7,180,NA,805,1975,32500,16 juli 2020,Ulricedal,55.59391245,13.0562910041734
5050000,4895000,155000,5,130,NA,328,2016,25100,16 juli 2020,Klagshamn,56.6492862078425,16.4801845239025
5860000,4795000,1065000,5,120,70,540,1923,33700,15 juli 2020,Johanneslust,55.60046915,13.04917505
4100000,4195000,-95000,NA,142,NA,191,2008,43798,13 juli 2020,Kvarnby,55.5884488,13.0952377669807
5900000,5900000,0,6,NA,35,592,2000,28560,12 juli 2020,Klagshamn,55.5257572,12.9362903807879
5425000,4895000,530000,4,NA,18,517,1948,43079,10 juli 2020,Strandhem,59.2689186516031,18.1096033053663
4050000,3795000,255000,4,138,17,434,1978,20052,9 juli 2020,Kristineberg,55.54664575,13.0719323
8000000,8300000,-300000,7,211,56,876,2015,38600,8 juli 2020,Bunkeflostrand,56.00643315,12.8120179
4328000,4328000,0,5,120,20,536,1955,36000,8 juli 2020,Riseberga,55.59952425,13.0830464187188
5600000,5995000,-395000,6,150,36,747,1887,41231,8 juli 2020,Kirseberg,55.6109210357997,13.0396316603443
5050000,5195000,-145000,5,147,NA,661,2007,39514,7 juli 2020,Tygelsjö,55.52185045,13.0022417306349
3290000,3195000,95000,5,133,NA,180,1981,44328,7 juli 2020,Vårsången,55.55314495,13.0162564753626
4800000,4195000,605000,5,143,63,918,1933,30193,6 juli 2020,Eriksfält,55.5712268633551,13.0134411925039
4750000,4895000,-145000,4,115,NA,406,2002,32600,3 juli 2020,Bunkeflostrand,59.6224623,17.1123211
4500000,3995000,505000,4,104,50,800,1923,32600,3 juli 2020,Valdemarsro,55.6109661,13.0763071
4310000,4395000,-85000,5,142,NA,186,2008,52200,2 juli 2020,Kvarnby,55.5887562,13.0950186
6330000,5495000,835000,5,117,67,720,1924,51620,1 juli 2020,Kirseberg,55.61304835,13.0485291160789
3495000,3495000,0,4,100,128,503,1968,28030,30 juni 2020,Virentofta,55.5843487,13.0770732859775
5450000,4695000,755000,5,120,99,840,1926,33030,30 juni 2020,Malmö,55.57478795,12.99656735
6395000,6395000,0,6,167,20,429,2007,33300,30 juni 2020,Bunkeflostrand,55.5481733862006,12.9197585899393
4100000,3495000,605000,4,107,65,771,1956,30288,30 juni 2020,Malmö,55.59297905,13.0607543
4690000,4295000,395000,6,140,15,639,1955,38600,30 juni 2020,Riseberga,55.59952425,13.0830464187188
6430000,4995000,1435000,7,120,70,1025,1930,60089,30 juni 2020,Rostorp,55.61164605,13.0470430563683
4300000,3995000,305000,5,98,60,1164,1926,34349,29 juni 2020,Valdemarsro,55.6106708,13.0702524
6800000,6495000,305000,5,147,24,432,1901,24540,29 juni 2020,Hyllieby,55.568882388879,12.9643680208625
6100000,5995000,105000,7,187,NA,396,2006,36908,28 juni 2020,Bunkeflostrand,55.5499553868271,12.9239955490032
3650000,3195000,455000,5,125,41,831,1924,29500,26 juni 2020,Videdal,58.38349485,15.6572228784637
4850000,4950000,-100000,6,190,46,546,1971,54432,26 juni 2020,Tygelsjö,55.51445005,13.0004324
4160000,3395000,765000,5,134,83,693,1973,39973,25 juni 2020,Kastanjegården,55.5583084,13.0234983196231
